address,link,rest_num
392 Oliver Place Bronx NY,https://www.yelp.com/search?find_loc=392 Oliver Place Bronx NY&cflt=restaurants,225
100 West 57th Street Manhattan NY,https://www.yelp.com/search?find_loc=100 West 57th Street Manhattan NY&cflt=restaurants,2064
344 East 55th Street New York NY,https://www.yelp.com/search?find_loc=344 East 55th Street New York NY&cflt=restaurants,1376
166 East 63rd Street New York NY,https://www.yelp.com/search?find_loc=166 East 63rd Street New York NY&cflt=restaurants,1264
35 Grove Manhattan NY,https://www.yelp.com/search?find_loc=35 Grove Manhattan NY&cflt=restaurants,1307
138 East 12th Street Manhattan NY,https://www.yelp.com/search?find_loc=138 East 12th Street Manhattan NY&cflt=restaurants,1912
258 Bainbridge Street Brooklyn NY,https://www.yelp.com/search?find_loc=258 Bainbridge Street Brooklyn NY&cflt=restaurants,194
310 East 53rd Street Manhattan NY,https://www.yelp.com/search?find_loc=310 East 53rd Street Manhattan NY&cflt=restaurants,1634
457 Suydam Street Brooklyn NY,https://www.yelp.com/search?find_loc=457 Suydam Street Brooklyn NY&cflt=restaurants,410
3092 29th Street Astoria NY,https://www.yelp.com/search?find_loc=3092 29th Street Astoria NY&cflt=restaurants,557
9 Barrow Street Manhattan NY,https://www.yelp.com/search?find_loc=9 Barrow Street Manhattan NY&cflt=restaurants,1533
417 Grand Street Manhattan NY,https://www.yelp.com/search?find_loc=417 Grand Street Manhattan NY&cflt=restaurants,1113
549 Borden Avenue Long Island City NY,https://www.yelp.com/search?find_loc=549 Borden Avenue Long Island City NY&cflt=restaurants,208
48 Graham Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=48 Graham Avenue Brooklyn NY&cflt=restaurants,347
172 Thompson Street Manhattan NY,https://www.yelp.com/search?find_loc=172 Thompson Street Manhattan NY&cflt=restaurants,1885
152 West 15th Street Manhattan NY,https://www.yelp.com/search?find_loc=152 West 15th Street Manhattan NY&cflt=restaurants,1947
99 Sutton Street Brooklyn NY,https://www.yelp.com/search?find_loc=99 Sutton Street Brooklyn NY&cflt=restaurants,188
2266 Andrews Avenue Bronx NY,https://www.yelp.com/search?find_loc=2266 Andrews Avenue Bronx NY&cflt=restaurants,300
261 Lenox Road Brooklyn NY,https://www.yelp.com/search?find_loc=261 Lenox Road Brooklyn NY&cflt=restaurants,350
425 73rd Street Brooklyn NY,https://www.yelp.com/search?find_loc=425 73rd Street Brooklyn NY&cflt=restaurants,366
94 North 3rd Street Brooklyn NY,https://www.yelp.com/search?find_loc=94 North 3rd Street Brooklyn NY&cflt=restaurants,525
167 Washington Park Brooklyn NY,https://www.yelp.com/search?find_loc=167 Washington Park Brooklyn NY&cflt=restaurants,386
236 North 7th Street Brooklyn NY,https://www.yelp.com/search?find_loc=236 North 7th Street Brooklyn NY&cflt=restaurants,682
149 Wythe Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=149 Wythe Avenue Brooklyn NY&cflt=restaurants,536
85 Kenmare Street Manhattan NY,https://www.yelp.com/search?find_loc=85 Kenmare Street Manhattan NY&cflt=restaurants,2251
181 Prince Street Manhattan NY,https://www.yelp.com/search?find_loc=181 Prince Street Manhattan NY&cflt=restaurants,1620
2100 Bedford Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=2100 Bedford Avenue Brooklyn NY&cflt=restaurants,371
4119 41st Street Sunnyside NY,https://www.yelp.com/search?find_loc=4119 41st Street Sunnyside NY&cflt=restaurants,341
332 West 49th Street Manhattan NY,https://www.yelp.com/search?find_loc=332 West 49th Street Manhattan NY&cflt=restaurants,2031
4802 Astoria Boulevard Astoria NY,https://www.yelp.com/search?find_loc=4802 Astoria Boulevard Astoria NY&cflt=restaurants,529
275 Park Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=275 Park Avenue Brooklyn NY&cflt=restaurants,247
387 Grand Street Manhattan NY,https://www.yelp.com/search?find_loc=387 Grand Street Manhattan NY&cflt=restaurants,1253
324 East 14th Street Manhattan NY,https://www.yelp.com/search?find_loc=324 East 14th Street Manhattan NY&cflt=restaurants,1561
230 East 26th Street Manhattan NY,https://www.yelp.com/search?find_loc=230 East 26th Street Manhattan NY&cflt=restaurants,1572
4242 204th Street Flushing NY,https://www.yelp.com/search?find_loc=4242 204th Street Flushing NY&cflt=restaurants,187
239 West 16th Street Manhattan NY,https://www.yelp.com/search?find_loc=239 West 16th Street Manhattan NY&cflt=restaurants,1651
724 Amsterdam Avenue Manhattan NY,https://www.yelp.com/search?find_loc=724 Amsterdam Avenue Manhattan NY&cflt=restaurants,405
715 Lorimer Street Brooklyn NY,https://www.yelp.com/search?find_loc=715 Lorimer Street Brooklyn NY&cflt=restaurants,633
345 East 80th Street New York NY,https://www.yelp.com/search?find_loc=345 East 80th Street New York NY&cflt=restaurants,684
2137 East 17th Street Brooklyn NY,https://www.yelp.com/search?find_loc=2137 East 17th Street Brooklyn NY&cflt=restaurants,186
1240 Grand Concourse Bronx NY,https://www.yelp.com/search?find_loc=1240 Grand Concourse Bronx NY&cflt=restaurants,259
3048 12th Street Astoria NY,https://www.yelp.com/search?find_loc=3048 12th Street Astoria NY&cflt=restaurants,251
1716 Norman Street Glendale NY,https://www.yelp.com/search?find_loc=1716 Norman Street Glendale NY&cflt=restaurants,375
885 6th Avenue Manhattan NY,https://www.yelp.com/search?find_loc=885 6th Avenue Manhattan NY&cflt=restaurants,2569
3721 31st Street Queens NY,https://www.yelp.com/search?find_loc=3721 31st Street Queens NY&cflt=restaurants,407
344 East 65th Street New York NY,https://www.yelp.com/search?find_loc=344 East 65th Street New York NY&cflt=restaurants,991
11 East 80th Street New York NY,https://www.yelp.com/search?find_loc=11 East 80th Street New York NY&cflt=restaurants,616
1507 Metropolitan Avenue Bronx NY,https://www.yelp.com/search?find_loc=1507 Metropolitan Avenue Bronx NY&cflt=restaurants,274
243 Troy Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=243 Troy Avenue Brooklyn NY&cflt=restaurants,254
339 East 94th Street New York NY,https://www.yelp.com/search?find_loc=339 East 94th Street New York NY&cflt=restaurants,533
17 West 73rd Street Manhattan NY,https://www.yelp.com/search?find_loc=17 West 73rd Street Manhattan NY&cflt=restaurants,444
831 Saint Johns Place Brooklyn NY,https://www.yelp.com/search?find_loc=831 Saint Johns Place Brooklyn NY&cflt=restaurants,365
1144 Bushwick Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=1144 Bushwick Avenue Brooklyn NY&cflt=restaurants,235
340 East 93rd Street Manhattan NY,https://www.yelp.com/search?find_loc=340 East 93rd Street Manhattan NY&cflt=restaurants,557
30 Monroe Place Brooklyn NY,https://www.yelp.com/search?find_loc=30 Monroe Place Brooklyn NY&cflt=restaurants,461
401 West 57th Street Manhattan NY,https://www.yelp.com/search?find_loc=401 West 57th Street Manhattan NY&cflt=restaurants,1336
400 5th Avenue Manhattan NY,https://www.yelp.com/search?find_loc=400 5th Avenue Manhattan NY&cflt=restaurants,2827
65 West 55th Street Manhattan NY,https://www.yelp.com/search?find_loc=65 West 55th Street Manhattan NY&cflt=restaurants,2194
452 Woodward Avenue Ridgewood NY,https://www.yelp.com/search?find_loc=452 Woodward Avenue Ridgewood NY&cflt=restaurants,475
303 West 66th Street Manhattan NY,https://www.yelp.com/search?find_loc=303 West 66th Street Manhattan NY&cflt=restaurants,410
44 Avenue B Manhattan NY,https://www.yelp.com/search?find_loc=44 Avenue B Manhattan NY&cflt=restaurants,1422
48-50 West 56th Street Manhattan NY,https://www.yelp.com/search?find_loc=48-50 West 56th Street Manhattan NY&cflt=restaurants,2144
845 Grand Street Brooklyn NY,https://www.yelp.com/search?find_loc=845 Grand Street Brooklyn NY&cflt=restaurants,343
178 East 95th Street Brooklyn NY,https://www.yelp.com/search?find_loc=178 East 95th Street Brooklyn NY&cflt=restaurants,254
88 Bleecker Street Manhattan NY,https://www.yelp.com/search?find_loc=88 Bleecker Street Manhattan NY&cflt=restaurants,2216
690 Fort Washington Avenue Manhattan NY,https://www.yelp.com/search?find_loc=690 Fort Washington Avenue Manhattan NY&cflt=restaurants,234
401 West 118th Street Manhattan NY,https://www.yelp.com/search?find_loc=401 West 118th Street Manhattan NY&cflt=restaurants,440
286 West 137th Street Manhattan NY,https://www.yelp.com/search?find_loc=286 West 137th Street Manhattan NY&cflt=restaurants,1231
574 11th Street Brooklyn NY,https://www.yelp.com/search?find_loc=574 11th Street Brooklyn NY&cflt=restaurants,288
2574 38th Street Astoria NY,https://www.yelp.com/search?find_loc=2574 38th Street Astoria NY&cflt=restaurants,578
128 Charles Street Manhattan NY,https://www.yelp.com/search?find_loc=128 Charles Street Manhattan NY&cflt=restaurants,1122
171 Washington Park Brooklyn NY,https://www.yelp.com/search?find_loc=171 Washington Park Brooklyn NY&cflt=restaurants,391
175 West 87th Street Manhattan NY,https://www.yelp.com/search?find_loc=175 West 87th Street Manhattan NY&cflt=restaurants,387
272 Henry Street Brooklyn NY,https://www.yelp.com/search?find_loc=272 Henry Street Brooklyn NY&cflt=restaurants,424
586 Broadway Brooklyn NY,https://www.yelp.com/search?find_loc=586 Broadway Brooklyn NY&cflt=restaurants,407
756 Putnam Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=756 Putnam Avenue Brooklyn NY&cflt=restaurants,216
555 West 23rd Street New York NY,https://www.yelp.com/search?find_loc=555 West 23rd Street New York NY&cflt=restaurants,707
1026 2nd Avenue Manhattan NY,https://www.yelp.com/search?find_loc=1026 2nd Avenue Manhattan NY&cflt=restaurants,1575
238 East 36th Street Manhattan NY,https://www.yelp.com/search?find_loc=238 East 36th Street Manhattan NY&cflt=restaurants,1743
23 East 74th Street Manhattan NY,https://www.yelp.com/search?find_loc=23 East 74th Street Manhattan NY&cflt=restaurants,655
635 Bushwick Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=635 Bushwick Avenue Brooklyn NY&cflt=restaurants,403
339 9th Street Brooklyn NY,https://www.yelp.com/search?find_loc=339 9th Street Brooklyn NY&cflt=restaurants,411
14210 Roosevelt Avenue Flushing NY,https://www.yelp.com/search?find_loc=14210 Roosevelt Avenue Flushing NY&cflt=restaurants,617
4634 59th Street Woodside NY,https://www.yelp.com/search?find_loc=4634 59th Street Woodside NY&cflt=restaurants,288
20 Pine Street Manhattan NY,https://www.yelp.com/search?find_loc=20 Pine Street Manhattan NY&cflt=restaurants,1126
1482 1st Avenue New York NY,https://www.yelp.com/search?find_loc=1482 1st Avenue New York NY&cflt=restaurants,715
825 Boynton Avenue Bronx NY,https://www.yelp.com/search?find_loc=825 Boynton Avenue Bronx NY&cflt=restaurants,93
4420 Colden Street Flushing NY,https://www.yelp.com/search?find_loc=4420 Colden Street Flushing NY&cflt=restaurants,445
444 Neptune Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=444 Neptune Avenue Brooklyn NY&cflt=restaurants,141
823 Classon Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=823 Classon Avenue Brooklyn NY&cflt=restaurants,365
333 West 57th Street Manhattan NY,https://www.yelp.com/search?find_loc=333 West 57th Street Manhattan NY&cflt=restaurants,1296
320 East 83rd Street Manhattan NY,https://www.yelp.com/search?find_loc=320 East 83rd Street Manhattan NY&cflt=restaurants,685
11 Seaman Avenue Manhattan NY,https://www.yelp.com/search?find_loc=11 Seaman Avenue Manhattan NY&cflt=restaurants,195
714 6th Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=714 6th Avenue Brooklyn NY&cflt=restaurants,247
554 Humboldt Street Brooklyn NY,https://www.yelp.com/search?find_loc=554 Humboldt Street Brooklyn NY&cflt=restaurants,386
83-45 116th Street Richmond Hill NY,https://www.yelp.com/search?find_loc=83-45 116th Street Richmond Hill NY&cflt=restaurants,165
483 Columbus Avenue Manhattan NY,https://www.yelp.com/search?find_loc=483 Columbus Avenue Manhattan NY&cflt=restaurants,436
4200 Herkimer Place Bronx NY,https://www.yelp.com/search?find_loc=4200 Herkimer Place Bronx NY&cflt=restaurants,41
567 Fort Washington Avenue Manhattan NY,https://www.yelp.com/search?find_loc=567 Fort Washington Avenue Manhattan NY&cflt=restaurants,223
148 Greene Street Manhattan NY,https://www.yelp.com/search?find_loc=148 Greene Street Manhattan NY&cflt=restaurants,2124
250 Ashland Place Brooklyn NY,https://www.yelp.com/search?find_loc=250 Ashland Place Brooklyn NY&cflt=restaurants,544
4522 39th Place Sunnyside NY,https://www.yelp.com/search?find_loc=4522 39th Place Sunnyside NY&cflt=restaurants,264
204 West 94th Street Manhattan NY,https://www.yelp.com/search?find_loc=204 West 94th Street Manhattan NY&cflt=restaurants,412
2109 Broadway Manhattan NY,https://www.yelp.com/search?find_loc=2109 Broadway Manhattan NY&cflt=restaurants,392
1596 Unionport Road Bronx NY,https://www.yelp.com/search?find_loc=1596 Unionport Road Bronx NY&cflt=restaurants,252
930 Amsterdam Avenue Manhattan NY,https://www.yelp.com/search?find_loc=930 Amsterdam Avenue Manhattan NY&cflt=restaurants,350
3128 29th Street Astoria NY,https://www.yelp.com/search?find_loc=3128 29th Street Astoria NY&cflt=restaurants,534
161 Washington Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=161 Washington Avenue Brooklyn NY&cflt=restaurants,273
4323 40th Street Sunnyside NY,https://www.yelp.com/search?find_loc=4323 40th Street Sunnyside NY&cflt=restaurants,291
562 West 174th Street Manhattan NY,https://www.yelp.com/search?find_loc=562 West 174th Street Manhattan NY&cflt=restaurants,762
152 21st Street Brooklyn NY,https://www.yelp.com/search?find_loc=152 21st Street Brooklyn NY&cflt=restaurants,237
1003 Greene Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=1003 Greene Avenue Brooklyn NY&cflt=restaurants,299
654 10th Street Brooklyn NY,https://www.yelp.com/search?find_loc=654 10th Street Brooklyn NY&cflt=restaurants,316
235 West 115th Street New York NY,https://www.yelp.com/search?find_loc=235 West 115th Street New York NY&cflt=restaurants,453
380 Bedford Park Boulevard Bronx NY,https://www.yelp.com/search?find_loc=380 Bedford Park Boulevard Bronx NY&cflt=restaurants,193
2771 Morris Avenue Bronx NY,https://www.yelp.com/search?find_loc=2771 Morris Avenue Bronx NY&cflt=restaurants,250
8915 102nd Street Richmond Hill NY,https://www.yelp.com/search?find_loc=8915 102nd Street Richmond Hill NY&cflt=restaurants,206
188 Orchard Street Manhattan NY,https://www.yelp.com/search?find_loc=188 Orchard Street Manhattan NY&cflt=restaurants,1910
33 North Henry Street Brooklyn NY,https://www.yelp.com/search?find_loc=33 North Henry Street Brooklyn NY&cflt=restaurants,358
548 Driggs Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=548 Driggs Avenue Brooklyn NY&cflt=restaurants,651
93 Mercer Street Manhattan NY,https://www.yelp.com/search?find_loc=93 Mercer Street Manhattan NY&cflt=restaurants,2109
15 West 53rd Street Manhattan NY,https://www.yelp.com/search?find_loc=15 West 53rd Street Manhattan NY&cflt=restaurants,2514
10855 42nd Avenue Corona NY,https://www.yelp.com/search?find_loc=10855 42nd Avenue Corona NY&cflt=restaurants,289
63-109 Saunders Street Queens NY,https://www.yelp.com/search?find_loc=63-109 Saunders Street Queens NY&cflt=restaurants,271
215 West 84th Street Manhattan NY,https://www.yelp.com/search?find_loc=215 West 84th Street Manhattan NY&cflt=restaurants,409
620 East 11th Street Manhattan NY,https://www.yelp.com/search?find_loc=620 East 11th Street Manhattan NY&cflt=restaurants,1127
420 8th Street Brooklyn NY,https://www.yelp.com/search?find_loc=420 8th Street Brooklyn NY&cflt=restaurants,351
7916 147th Street Flushing NY,https://www.yelp.com/search?find_loc=7916 147th Street Flushing NY&cflt=restaurants,130
1805 215th Street Bayside NY,https://www.yelp.com/search?find_loc=1805 215th Street Bayside NY&cflt=restaurants,16
523 East 78th Street New York NY,https://www.yelp.com/search?find_loc=523 East 78th Street New York NY&cflt=restaurants,601
560 West 218th Street Manhattan NY,https://www.yelp.com/search?find_loc=560 West 218th Street Manhattan NY&cflt=restaurants,198
27 Albany Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=27 Albany Avenue Brooklyn NY&cflt=restaurants,312
50 East 72nd Street Manhattan NY,https://www.yelp.com/search?find_loc=50 East 72nd Street Manhattan NY&cflt=restaurants,795
301 West 115th Street New York NY,https://www.yelp.com/search?find_loc=301 West 115th Street New York NY&cflt=restaurants,457
129 West 88th Street Manhattan NY,https://www.yelp.com/search?find_loc=129 West 88th Street Manhattan NY&cflt=restaurants,394
217 7th Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=217 7th Avenue Brooklyn NY&cflt=restaurants,409
1751 Highland Avenue Jamaica NY,https://www.yelp.com/search?find_loc=1751 Highland Avenue Jamaica NY&cflt=restaurants,64
5514 111th Street Corona NY,https://www.yelp.com/search?find_loc=5514 111th Street Corona NY&cflt=restaurants,178
171 India Street Brooklyn NY,https://www.yelp.com/search?find_loc=171 India Street Brooklyn NY&cflt=restaurants,217
63 North 3rd Street Brooklyn NY,https://www.yelp.com/search?find_loc=63 North 3rd Street Brooklyn NY&cflt=restaurants,494
217 East 33rd Street Manhattan NY,https://www.yelp.com/search?find_loc=217 East 33rd Street Manhattan NY&cflt=restaurants,1857
55 North 5th Street Brooklyn NY,https://www.yelp.com/search?find_loc=55 North 5th Street Brooklyn NY&cflt=restaurants,501
655 Avenue Of The Americas Manhattan NY,https://www.yelp.com/search?find_loc=655 Avenue Of The Americas Manhattan NY&cflt=restaurants,2211
