address,link,rest_num
27 West 71st Street Manhattan NY,https://www.yelp.com/search?find_loc=27 West 71st Street Manhattan NY&cflt=restaurants,452
13229 58th Road Flushing NY,https://www.yelp.com/search?find_loc=13229 58th Road Flushing NY&cflt=restaurants,81
127 Bay Ridge Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=127 Bay Ridge Avenue Brooklyn NY&cflt=restaurants,200
52 West 21st Street Manhattan NY,https://www.yelp.com/search?find_loc=52 West 21st Street Manhattan NY&cflt=restaurants,2208
235 West 56th Street Manhattan NY,https://www.yelp.com/search?find_loc=235 West 56th Street Manhattan NY&cflt=restaurants,1746
325 West 88th Street New York NY,https://www.yelp.com/search?find_loc=325 West 88th Street New York NY&cflt=restaurants,365
223 Knickerbocker Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=223 Knickerbocker Avenue Brooklyn NY&cflt=restaurants,391
328 East 73rd Street Manhattan NY,https://www.yelp.com/search?find_loc=328 East 73rd Street Manhattan NY&cflt=restaurants,764
30 Waterside Plaza Manhattan NY,https://www.yelp.com/search?find_loc=30 Waterside Plaza Manhattan NY&cflt=restaurants,713
452 West 153rd Street Manhattan NY,https://www.yelp.com/search?find_loc=452 West 153rd Street Manhattan NY&cflt=restaurants,340
154 Dupont Street Brooklyn NY,https://www.yelp.com/search?find_loc=154 Dupont Street Brooklyn NY&cflt=restaurants,177
2900 Valentine Avenue Bronx NY,https://www.yelp.com/search?find_loc=2900 Valentine Avenue Bronx NY&cflt=restaurants,210
304 Sumpter Street Brooklyn NY,https://www.yelp.com/search?find_loc=304 Sumpter Street Brooklyn NY&cflt=restaurants,150
8208 135th Street Briarwood NY,https://www.yelp.com/search?find_loc=8208 135th Street Briarwood NY&cflt=restaurants,155
49-51 Warren Street Manhattan NY,https://www.yelp.com/search?find_loc=49-51 Warren Street Manhattan NY&cflt=restaurants,1378
331 East 5th Street Manhattan NY,https://www.yelp.com/search?find_loc=331 East 5th Street Manhattan NY&cflt=restaurants,1820
5913 18th Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=5913 18th Avenue Brooklyn NY&cflt=restaurants,168
330 East 46th Street Manhattan NY,https://www.yelp.com/search?find_loc=330 East 46th Street Manhattan NY&cflt=restaurants,1572
324 East 112th Street Manhattan NY,https://www.yelp.com/search?find_loc=324 East 112th Street Manhattan NY&cflt=restaurants,401
770 East 221st Street Bronx NY,https://www.yelp.com/search?find_loc=770 East 221st Street Bronx NY&cflt=restaurants,117
505 Rathbun Avenue Staten Island NY,https://www.yelp.com/search?find_loc=505 Rathbun Avenue Staten Island NY&cflt=restaurants,8
341 East 85th Street Manhattan NY,https://www.yelp.com/search?find_loc=341 East 85th Street Manhattan NY&cflt=restaurants,643
2538 38th Street Astoria NY,https://www.yelp.com/search?find_loc=2538 38th Street Astoria NY&cflt=restaurants,567
40 West 70th Street Manhattan NY,https://www.yelp.com/search?find_loc=40 West 70th Street Manhattan NY&cflt=restaurants,464
931 East 216th Street Bronx NY,https://www.yelp.com/search?find_loc=931 East 216th Street Bronx NY&cflt=restaurants,136
13955 35th Avenue Queens NY,https://www.yelp.com/search?find_loc=13955 35th Avenue Queens NY&cflt=restaurants,539
322 East 14th Street Manhattan NY,https://www.yelp.com/search?find_loc=322 East 14th Street Manhattan NY&cflt=restaurants,1558
2558 Grand Concourse Bronx NY,https://www.yelp.com/search?find_loc=2558 Grand Concourse Bronx NY&cflt=restaurants,349
780 Garden Street Bronx NY,https://www.yelp.com/search?find_loc=780 Garden Street Bronx NY&cflt=restaurants,218
2415 East 26th Street Brooklyn NY,https://www.yelp.com/search?find_loc=2415 East 26th Street Brooklyn NY&cflt=restaurants,199
73-55 210th Street Oakland Gardens NY,https://www.yelp.com/search?find_loc=73-55 210th Street Oakland Gardens NY&cflt=restaurants,33
96 East 54th Street Brooklyn NY,https://www.yelp.com/search?find_loc=96 East 54th Street Brooklyn NY&cflt=restaurants,221
655 2nd Avenue Manhattan NY,https://www.yelp.com/search?find_loc=655 2nd Avenue Manhattan NY&cflt=restaurants,1736
236 East 24th Street Manhattan NY,https://www.yelp.com/search?find_loc=236 East 24th Street Manhattan NY&cflt=restaurants,1649
405 East 87th Street Manhattan NY,https://www.yelp.com/search?find_loc=405 East 87th Street Manhattan NY&cflt=restaurants,606
1758 72nd Street Brooklyn NY,https://www.yelp.com/search?find_loc=1758 72nd Street Brooklyn NY&cflt=restaurants,209
766 Franklin Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=766 Franklin Avenue Brooklyn NY&cflt=restaurants,353
1614 Jefferson Avenue Ridgewood NY,https://www.yelp.com/search?find_loc=1614 Jefferson Avenue Ridgewood NY&cflt=restaurants,465
338 West 47th Street Manhattan NY,https://www.yelp.com/search?find_loc=338 West 47th Street Manhattan NY&cflt=restaurants,2096
142 West 119th Street New York NY,https://www.yelp.com/search?find_loc=142 West 119th Street New York NY&cflt=restaurants,465
8421 19th Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=8421 19th Avenue Brooklyn NY&cflt=restaurants,252
1605 Putnam Avenue Glendale NY,https://www.yelp.com/search?find_loc=1605 Putnam Avenue Glendale NY&cflt=restaurants,480
200 Corbin Place Brooklyn NY,https://www.yelp.com/search?find_loc=200 Corbin Place Brooklyn NY&cflt=restaurants,128
233 East 12th Street Manhattan NY,https://www.yelp.com/search?find_loc=233 East 12th Street Manhattan NY&cflt=restaurants,1687
325 East 88th Street Manhattan NY,https://www.yelp.com/search?find_loc=325 East 88th Street Manhattan NY&cflt=restaurants,618
25 Murray Street Manhattan NY,https://www.yelp.com/search?find_loc=25 Murray Street Manhattan NY&cflt=restaurants,1453
188 Ludlow Street Manhattan NY,https://www.yelp.com/search?find_loc=188 Ludlow Street Manhattan NY&cflt=restaurants,1835
15024 59th Avenue Flushing NY,https://www.yelp.com/search?find_loc=15024 59th Avenue Flushing NY&cflt=restaurants,109
2137 Wallace Avenue Bronx NY,https://www.yelp.com/search?find_loc=2137 Wallace Avenue Bronx NY&cflt=restaurants,159
14945 Cherry Avenue Flushing NY,https://www.yelp.com/search?find_loc=14945 Cherry Avenue Flushing NY&cflt=restaurants,275
8417 19th Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=8417 19th Avenue Brooklyn NY&cflt=restaurants,253
335 Lefferts Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=335 Lefferts Avenue Brooklyn NY&cflt=restaurants,304
314 East 82nd Street Manhattan NY,https://www.yelp.com/search?find_loc=314 East 82nd Street Manhattan NY&cflt=restaurants,698
6400 79th Street Middle Village NY,https://www.yelp.com/search?find_loc=6400 79th Street Middle Village NY&cflt=restaurants,147
401 East 86th Street Manhattan NY,https://www.yelp.com/search?find_loc=401 East 86th Street Manhattan NY&cflt=restaurants,610
529 Broome Street Manhattan NY,https://www.yelp.com/search?find_loc=529 Broome Street Manhattan NY&cflt=restaurants,1627
679 48th Street Brooklyn NY,https://www.yelp.com/search?find_loc=679 48th Street Brooklyn NY&cflt=restaurants,468
2154 60th Street Brooklyn NY,https://www.yelp.com/search?find_loc=2154 60th Street Brooklyn NY&cflt=restaurants,142
330 East 39th Street Manhattan NY,https://www.yelp.com/search?find_loc=330 East 39th Street Manhattan NY&cflt=restaurants,1510
168-5 Depot Road Flushing NY,https://www.yelp.com/search?find_loc=168-5 Depot Road Flushing NY&cflt=restaurants,154
77 Fulton Street Manhattan NY,https://www.yelp.com/search?find_loc=77 Fulton Street Manhattan NY&cflt=restaurants,1458
1356 Broadway Brooklyn NY,https://www.yelp.com/search?find_loc=1356 Broadway Brooklyn NY&cflt=restaurants,267
24 King Street Manhattan NY,https://www.yelp.com/search?find_loc=24 King Street Manhattan NY&cflt=restaurants,1414
2704 Ocean Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=2704 Ocean Avenue Brooklyn NY&cflt=restaurants,210
201 East 87th Street Manhattan NY,https://www.yelp.com/search?find_loc=201 East 87th Street Manhattan NY&cflt=restaurants,635
25 Tudor City Place Manhattan NY,https://www.yelp.com/search?find_loc=25 Tudor City Place Manhattan NY&cflt=restaurants,1458
53 East 64th Street New York NY,https://www.yelp.com/search?find_loc=53 East 64th Street New York NY&cflt=restaurants,1217
6220 Bay Parkway Brooklyn NY,https://www.yelp.com/search?find_loc=6220 Bay Parkway Brooklyn NY&cflt=restaurants,144
14125 Northern Boulevard Flushing NY,https://www.yelp.com/search?find_loc=14125 Northern Boulevard Flushing NY&cflt=restaurants,562
111 Erika Loop Staten Island NY,https://www.yelp.com/search?find_loc=111 Erika Loop Staten Island NY&cflt=restaurants,10
302 West 140th Street Manhattan NY,https://www.yelp.com/search?find_loc=302 West 140th Street Manhattan NY&cflt=restaurants,387
708 West 171st Street Manhattan NY,https://www.yelp.com/search?find_loc=708 West 171st Street Manhattan NY&cflt=restaurants,250
214 West 104th Street Manhattan NY,https://www.yelp.com/search?find_loc=214 West 104th Street Manhattan NY&cflt=restaurants,346
2510 Ocean Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=2510 Ocean Avenue Brooklyn NY&cflt=restaurants,231
25 East 63rd Street New York NY,https://www.yelp.com/search?find_loc=25 East 63rd Street New York NY&cflt=restaurants,1326
50 East 78th Street New York NY,https://www.yelp.com/search?find_loc=50 East 78th Street New York NY&cflt=restaurants,653
21435 93rd Avenue Queens Village NY,https://www.yelp.com/search?find_loc=21435 93rd Avenue Queens Village NY&cflt=restaurants,91
158 West 15th Street Manhattan NY,https://www.yelp.com/search?find_loc=158 West 15th Street Manhattan NY&cflt=restaurants,1914
14480 Roosevelt Avenue Flushing NY,https://www.yelp.com/search?find_loc=14480 Roosevelt Avenue Flushing NY&cflt=restaurants,516
20 5th Avenue Manhattan NY,https://www.yelp.com/search?find_loc=20 5th Avenue Manhattan NY&cflt=restaurants,2169
138-46 78th Avenue Flushing NY,https://www.yelp.com/search?find_loc=138-46 78th Avenue Flushing NY&cflt=restaurants,91
25 Sickles Street Manhattan NY,https://www.yelp.com/search?find_loc=25 Sickles Street Manhattan NY&cflt=restaurants,255
1115 Broadway Astoria NY,https://www.yelp.com/search?find_loc=1115 Broadway Astoria NY&cflt=restaurants,197
1973 70th Street Brooklyn NY,https://www.yelp.com/search?find_loc=1973 70th Street Brooklyn NY&cflt=restaurants,231
1170 Nostrand Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=1170 Nostrand Avenue Brooklyn NY&cflt=restaurants,334
644 Driggs Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=644 Driggs Avenue Brooklyn NY&cflt=restaurants,578
4266 Phlox Place Flushing NY,https://www.yelp.com/search?find_loc=4266 Phlox Place Flushing NY&cflt=restaurants,574
3805 Crescent Street Long Island City NY,https://www.yelp.com/search?find_loc=3805 Crescent Street Long Island City NY&cflt=restaurants,359
232 East 83rd Street Manhattan NY,https://www.yelp.com/search?find_loc=232 East 83rd Street Manhattan NY&cflt=restaurants,679
3338 Parsons Boulevard Flushing NY,https://www.yelp.com/search?find_loc=3338 Parsons Boulevard Flushing NY&cflt=restaurants,515
221 East 21st Street Manhattan NY,https://www.yelp.com/search?find_loc=221 East 21st Street Manhattan NY&cflt=restaurants,1606
4401 25th Avenue Astoria NY,https://www.yelp.com/search?find_loc=4401 25th Avenue Astoria NY&cflt=restaurants,404
11155 77th Avenue Forest Hills NY,https://www.yelp.com/search?find_loc=11155 77th Avenue Forest Hills NY&cflt=restaurants,202
137 Sullivan Street Manhattan NY,https://www.yelp.com/search?find_loc=137 Sullivan Street Manhattan NY&cflt=restaurants,1622
205 North 9th Street Brooklyn NY,https://www.yelp.com/search?find_loc=205 North 9th Street Brooklyn NY&cflt=restaurants,658
325 East 206th Street Bronx NY,https://www.yelp.com/search?find_loc=325 East 206th Street Bronx NY&cflt=restaurants,174
92 Parrott Place Brooklyn NY,https://www.yelp.com/search?find_loc=92 Parrott Place Brooklyn NY&cflt=restaurants,196
251 Devoe Street Brooklyn NY,https://www.yelp.com/search?find_loc=251 Devoe Street Brooklyn NY&cflt=restaurants,330
47 Cooper Street Manhattan NY,https://www.yelp.com/search?find_loc=47 Cooper Street Manhattan NY&cflt=restaurants,193
8700 114th Street Richmond Hill NY,https://www.yelp.com/search?find_loc=8700 114th Street Richmond Hill NY&cflt=restaurants,173
185 Hall Street Brooklyn NY,https://www.yelp.com/search?find_loc=185 Hall Street Brooklyn NY&cflt=restaurants,303
325 Lexington Avenue Manhattan NY,https://www.yelp.com/search?find_loc=325 Lexington Avenue Manhattan NY&cflt=restaurants,2386
227 East 204th Street Bronx NY,https://www.yelp.com/search?find_loc=227 East 204th Street Bronx NY&cflt=restaurants,182
66 Clark Street Brooklyn NY,https://www.yelp.com/search?find_loc=66 Clark Street Brooklyn NY&cflt=restaurants,444
241 West 120th Street Manhattan NY,https://www.yelp.com/search?find_loc=241 West 120th Street Manhattan NY&cflt=restaurants,496
3126 28th Avenue Astoria NY,https://www.yelp.com/search?find_loc=3126 28th Avenue Astoria NY&cflt=restaurants,594
142-38 37 Ve Flushing NY,https://www.yelp.com/search?find_loc=142-38 37 Ve Flushing NY&cflt=restaurants,608
70 Battery Place Manhattan NY,https://www.yelp.com/search?find_loc=70 Battery Place Manhattan NY&cflt=restaurants,877
1273 North Railroad Avenue Staten Island NY,https://www.yelp.com/search?find_loc=1273 North Railroad Avenue Staten Island NY&cflt=restaurants,62
994 New York Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=994 New York Avenue Brooklyn NY&cflt=restaurants,283
263 Sackett Street Brooklyn NY,https://www.yelp.com/search?find_loc=263 Sackett Street Brooklyn NY&cflt=restaurants,399
118 Quincy Street Brooklyn NY,https://www.yelp.com/search?find_loc=118 Quincy Street Brooklyn NY&cflt=restaurants,375
106 East 19th Street Manhattan NY,https://www.yelp.com/search?find_loc=106 East 19th Street Manhattan NY&cflt=restaurants,1898
3094 Crescent Street Astoria NY,https://www.yelp.com/search?find_loc=3094 Crescent Street Astoria NY&cflt=restaurants,472
2160 Matthews Avenue Bronx NY,https://www.yelp.com/search?find_loc=2160 Matthews Avenue Bronx NY&cflt=restaurants,159
422 East 72nd Street Manhattan NY,https://www.yelp.com/search?find_loc=422 East 72nd Street Manhattan NY&cflt=restaurants,681
353 West 44th Street Manhattan NY,https://www.yelp.com/search?find_loc=353 West 44th Street Manhattan NY&cflt=restaurants,2123
138 Union Street Brooklyn NY,https://www.yelp.com/search?find_loc=138 Union Street Brooklyn NY&cflt=restaurants,290
1506 Walton Avenue Bronx NY,https://www.yelp.com/search?find_loc=1506 Walton Avenue Bronx NY&cflt=restaurants,212
2103 31st Avenue Astoria NY,https://www.yelp.com/search?find_loc=2103 31st Avenue Astoria NY&cflt=restaurants,395
785 Madison Avenue New York NY,https://www.yelp.com/search?find_loc=785 Madison Avenue New York NY&cflt=restaurants,1064
5708 Cabot Road Glendale NY,https://www.yelp.com/search?find_loc=5708 Cabot Road Glendale NY&cflt=restaurants,220
146 East 39th Street Manhattan NY,https://www.yelp.com/search?find_loc=146 East 39th Street Manhattan NY&cflt=restaurants,2302
110 Livingston Street Brooklyn NY,https://www.yelp.com/search?find_loc=110 Livingston Street Brooklyn NY&cflt=restaurants,536
253 Van Brunt Street Brooklyn NY,https://www.yelp.com/search?find_loc=253 Van Brunt Street Brooklyn NY&cflt=restaurants,108
249 Madison Street Brooklyn NY,https://www.yelp.com/search?find_loc=249 Madison Street Brooklyn NY&cflt=restaurants,299
83 Monitor Street Brooklyn NY,https://www.yelp.com/search?find_loc=83 Monitor Street Brooklyn NY&cflt=restaurants,286
1023 Carroll Street Brooklyn NY,https://www.yelp.com/search?find_loc=1023 Carroll Street Brooklyn NY&cflt=restaurants,326
4 West 101st Street Manhattan NY,https://www.yelp.com/search?find_loc=4 West 101st Street Manhattan NY&cflt=restaurants,415
421 Travis Avenue Staten Island NY,https://www.yelp.com/search?find_loc=421 Travis Avenue Staten Island NY&cflt=restaurants,37
205-10 42nd Avenue Queens NY,https://www.yelp.com/search?find_loc=205-10 42nd Avenue Queens NY&cflt=restaurants,195
227 East 69th Street Manhattan NY,https://www.yelp.com/search?find_loc=227 East 69th Street Manhattan NY&cflt=restaurants,897
155 East 23rd Street Manhattan NY,https://www.yelp.com/search?find_loc=155 East 23rd Street Manhattan NY&cflt=restaurants,1758
250 West 85th Street Manhattan NY,https://www.yelp.com/search?find_loc=250 West 85th Street Manhattan NY&cflt=restaurants,380
280 Park Avenue S Manhattan NY,https://www.yelp.com/search?find_loc=280 Park Avenue S Manhattan NY&cflt=restaurants,5576
8602 Park Lane South Woodhaven NY,https://www.yelp.com/search?find_loc=8602 Park Lane South Woodhaven NY&cflt=restaurants,146
33 Greenwich Avenue Manhattan NY,https://www.yelp.com/search?find_loc=33 Greenwich Avenue Manhattan NY&cflt=restaurants,1820
12332 82nd Avenue Kew Gardens NY,https://www.yelp.com/search?find_loc=12332 82nd Avenue Kew Gardens NY&cflt=restaurants,163
416 Beach 65th Street Arverne NY,https://www.yelp.com/search?find_loc=416 Beach 65th Street Arverne NY&cflt=restaurants,47
7406 64th Lane Glendale NY,https://www.yelp.com/search?find_loc=7406 64th Lane Glendale NY&cflt=restaurants,223
2598 Steinway Street Astoria NY,https://www.yelp.com/search?find_loc=2598 Steinway Street Astoria NY&cflt=restaurants,575
2707 Frederick Douglass Boulevard Manhattan NY,https://www.yelp.com/search?find_loc=2707 Frederick Douglass Boulevard Manhattan NY&cflt=restaurants,365
21-23 South William Street Manhattan NY,https://www.yelp.com/search?find_loc=21-23 South William Street Manhattan NY&cflt=restaurants,769
1410 York Avenue Manhattan NY,https://www.yelp.com/search?find_loc=1410 York Avenue Manhattan NY&cflt=restaurants,617
15 Columbia Place Brooklyn NY,https://www.yelp.com/search?find_loc=15 Columbia Place Brooklyn NY&cflt=restaurants,362
240 Mulberry Street Manhattan NY,https://www.yelp.com/search?find_loc=240 Mulberry Street Manhattan NY&cflt=restaurants,2370
4609 11th Street Long Island City NY,https://www.yelp.com/search?find_loc=4609 11th Street Long Island City NY&cflt=restaurants,253
100 Avenue P Brooklyn NY,https://www.yelp.com/search?find_loc=100 Avenue P Brooklyn NY&cflt=restaurants,227
2924 86th Street Brooklyn NY,https://www.yelp.com/search?find_loc=2924 86th Street Brooklyn NY&cflt=restaurants,110
18 Saint Marks Place Manhattan NY,https://www.yelp.com/search?find_loc=18 Saint Marks Place Manhattan NY&cflt=restaurants,1927
4226 Van Cortlandt Park East Bronx NY,https://www.yelp.com/search?find_loc=4226 Van Cortlandt Park East Bronx NY&cflt=restaurants,36
151 East 38th Street Manhattan NY,https://www.yelp.com/search?find_loc=151 East 38th Street Manhattan NY&cflt=restaurants,2287
166 West 83rd Street Manhattan NY,https://www.yelp.com/search?find_loc=166 West 83rd Street Manhattan NY&cflt=restaurants,422
467 Keap Street Brooklyn NY,https://www.yelp.com/search?find_loc=467 Keap Street Brooklyn NY&cflt=restaurants,646
3208 Union Street Flushing NY,https://www.yelp.com/search?find_loc=3208 Union Street Flushing NY&cflt=restaurants,374
1202 Astoria Boulevard Astoria NY,https://www.yelp.com/search?find_loc=1202 Astoria Boulevard Astoria NY&cflt=restaurants,1380
2500 Johnson Avenue Bronx NY,https://www.yelp.com/search?find_loc=2500 Johnson Avenue Bronx NY&cflt=restaurants,1675
1601 3rd Avenue Manhattan NY,https://www.yelp.com/search?find_loc=1601 3rd Avenue Manhattan NY&cflt=restaurants,596
14432 78th Avenue Queens NY,https://www.yelp.com/search?find_loc=14432 78th Avenue Queens NY&cflt=restaurants,94
1711 Morris Avenue Bronx NY,https://www.yelp.com/search?find_loc=1711 Morris Avenue Bronx NY&cflt=restaurants,239
3625 Parsons Boulevard Queens NY,https://www.yelp.com/search?find_loc=3625 Parsons Boulevard Queens NY&cflt=restaurants,582
13909 84th Drive Briarwood NY,https://www.yelp.com/search?find_loc=13909 84th Drive Briarwood NY&cflt=restaurants,223
234 East 24th Street Manhattan NY,https://www.yelp.com/search?find_loc=234 East 24th Street Manhattan NY&cflt=restaurants,1663
411 West 48th Street Manhattan NY,https://www.yelp.com/search?find_loc=411 West 48th Street Manhattan NY&cflt=restaurants,1757
16 West 87th Street Manhattan NY,https://www.yelp.com/search?find_loc=16 West 87th Street Manhattan NY&cflt=restaurants,428
2878 Miles Avenue Bronx NY,https://www.yelp.com/search?find_loc=2878 Miles Avenue Bronx NY&cflt=restaurants,40
302 West 12th Street Manhattan NY,https://www.yelp.com/search?find_loc=302 West 12th Street Manhattan NY&cflt=restaurants,1272
912 Gates Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=912 Gates Avenue Brooklyn NY&cflt=restaurants,243
246 East 10th Street Manhattan NY,https://www.yelp.com/search?find_loc=246 East 10th Street Manhattan NY&cflt=restaurants,1552
14016 34th Avenue Flushing NY,https://www.yelp.com/search?find_loc=14016 34th Avenue Flushing NY&cflt=restaurants,523
8624 Dumont Avenue Ozone Park NY,https://www.yelp.com/search?find_loc=8624 Dumont Avenue Ozone Park NY&cflt=restaurants,82
141 Essex Street Manhattan NY,https://www.yelp.com/search?find_loc=141 Essex Street Manhattan NY&cflt=restaurants,1755
248 East 31st Street Manhattan NY,https://www.yelp.com/search?find_loc=248 East 31st Street Manhattan NY&cflt=restaurants,1644
2836 University Avenue Bronx NY,https://www.yelp.com/search?find_loc=2836 University Avenue Bronx NY&cflt=restaurants,202
2598 36th Street Astoria NY,https://www.yelp.com/search?find_loc=2598 36th Street Astoria NY&cflt=restaurants,588
805 Saint Marks Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=805 Saint Marks Avenue Brooklyn NY&cflt=restaurants,359
694 Allerton Avenue Bronx NY,https://www.yelp.com/search?find_loc=694 Allerton Avenue Bronx NY&cflt=restaurants,139
632 Beach 9th Street Far Rockaway NY,https://www.yelp.com/search?find_loc=632 Beach 9th Street Far Rockaway NY&cflt=restaurants,70
323 East 78th Street New York NY,https://www.yelp.com/search?find_loc=323 East 78th Street New York NY&cflt=restaurants,708
83-19 141st Street Briarwood NY,https://www.yelp.com/search?find_loc=83-19 141st Street Briarwood NY&cflt=restaurants,162
6042 70th Avenue Ridgewood NY,https://www.yelp.com/search?find_loc=6042 70th Avenue Ridgewood NY&cflt=restaurants,329
6015 Myrtle Avenue Ridgewood NY,https://www.yelp.com/search?find_loc=6015 Myrtle Avenue Ridgewood NY&cflt=restaurants,338
3180 45th Street Astoria NY,https://www.yelp.com/search?find_loc=3180 45th Street Astoria NY&cflt=restaurants,485
30 Columbia Place Brooklyn NY,https://www.yelp.com/search?find_loc=30 Columbia Place Brooklyn NY&cflt=restaurants,347
700 West 192nd Street Manhattan NY,https://www.yelp.com/search?find_loc=700 West 192nd Street Manhattan NY&cflt=restaurants,2389
41 West 72nd Street Manhattan NY,https://www.yelp.com/search?find_loc=41 West 72nd Street Manhattan NY&cflt=restaurants,440
486 Brooklyn Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=486 Brooklyn Avenue Brooklyn NY&cflt=restaurants,255
9508 Queens Boulevard Rego Park NY,https://www.yelp.com/search?find_loc=9508 Queens Boulevard Rego Park NY&cflt=restaurants,259
39 Bedford Street Manhattan NY,https://www.yelp.com/search?find_loc=39 Bedford Street Manhattan NY&cflt=restaurants,1321
17290 Highland Avenue Jamaica Est NY,https://www.yelp.com/search?find_loc=17290 Highland Avenue Jamaica Est NY&cflt=restaurants,187
6994 136th Street Kew Gardens Hills NY,https://www.yelp.com/search?find_loc=6994 136th Street Kew Gardens Hills NY&cflt=restaurants,61
1388 Prospect Avenue Bronx NY,https://www.yelp.com/search?find_loc=1388 Prospect Avenue Bronx NY&cflt=restaurants,141
1604 Brooklyn Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=1604 Brooklyn Avenue Brooklyn NY&cflt=restaurants,157
1 West Street Manhattan NY,https://www.yelp.com/search?find_loc=1 West Street Manhattan NY&cflt=restaurants,796
360 West 21st Street Manhattan NY,https://www.yelp.com/search?find_loc=360 West 21st Street Manhattan NY&cflt=restaurants,1325
11921 Metropolitan Avenue Kew Gardens NY,https://www.yelp.com/search?find_loc=11921 Metropolitan Avenue Kew Gardens NY&cflt=restaurants,186
119 Pembroke Street Brooklyn NY,https://www.yelp.com/search?find_loc=119 Pembroke Street Brooklyn NY&cflt=restaurants,47
8449 168th Street Jamaica Est NY,https://www.yelp.com/search?find_loc=8449 168th Street Jamaica Est NY&cflt=restaurants,201
300 Albany Street Manhattan NY,https://www.yelp.com/search?find_loc=300 Albany Street Manhattan NY&cflt=restaurants,951
395 South End Avenue Manhattan NY,https://www.yelp.com/search?find_loc=395 South End Avenue Manhattan NY&cflt=restaurants,990
6908 138th Street Kew Gardens Hills NY,https://www.yelp.com/search?find_loc=6908 138th Street Kew Gardens Hills NY&cflt=restaurants,36
3205 81st Street East Elmhurst NY,https://www.yelp.com/search?find_loc=3205 81st Street East Elmhurst NY&cflt=restaurants,390
2194 Barnes Avenue Bronx NY,https://www.yelp.com/search?find_loc=2194 Barnes Avenue Bronx NY&cflt=restaurants,174
379 Sterling Place Brooklyn NY,https://www.yelp.com/search?find_loc=379 Sterling Place Brooklyn NY&cflt=restaurants,399
97 Butler Street Brooklyn NY,https://www.yelp.com/search?find_loc=97 Butler Street Brooklyn NY&cflt=restaurants,573
2086 Bronx Park East Bronx NY,https://www.yelp.com/search?find_loc=2086 Bronx Park East Bronx NY&cflt=restaurants,128
200 East 61st Street New York NY,https://www.yelp.com/search?find_loc=200 East 61st Street New York NY&cflt=restaurants,1358
240 East 24th Street Manhattan NY,https://www.yelp.com/search?find_loc=240 East 24th Street Manhattan NY&cflt=restaurants,1634
1775 Clay Avenue Bronx NY,https://www.yelp.com/search?find_loc=1775 Clay Avenue Bronx NY&cflt=restaurants,210
66 Madison Avenue Manhattan NY,https://www.yelp.com/search?find_loc=66 Madison Avenue Manhattan NY&cflt=restaurants,2318
6393 Woodhaven Boulevard Rego Park NY,https://www.yelp.com/search?find_loc=6393 Woodhaven Boulevard Rego Park NY&cflt=restaurants,192
448 East 78th Street New York NY,https://www.yelp.com/search?find_loc=448 East 78th Street New York NY&cflt=restaurants,669
300 East 88th Street Manhattan NY,https://www.yelp.com/search?find_loc=300 East 88th Street Manhattan NY&cflt=restaurants,630
281 South 5th Street Brooklyn NY,https://www.yelp.com/search?find_loc=281 South 5th Street Brooklyn NY&cflt=restaurants,492
433 West 54th Street Manhattan NY,https://www.yelp.com/search?find_loc=433 West 54th Street Manhattan NY&cflt=restaurants,1337
77 Saint Marks Place Manhattan NY,https://www.yelp.com/search?find_loc=77 Saint Marks Place Manhattan NY&cflt=restaurants,1664
3046 48th Street Astoria NY,https://www.yelp.com/search?find_loc=3046 48th Street Astoria NY&cflt=restaurants,427
225 East 111th Street Manhattan NY,https://www.yelp.com/search?find_loc=225 East 111th Street Manhattan NY&cflt=restaurants,443
2356 East 7th Street Brooklyn NY,https://www.yelp.com/search?find_loc=2356 East 7th Street Brooklyn NY&cflt=restaurants,191
452 East 187th Street Bronx NY,https://www.yelp.com/search?find_loc=452 East 187th Street Bronx NY&cflt=restaurants,347
239 Bleecker Street Manhattan NY,https://www.yelp.com/search?find_loc=239 Bleecker Street Manhattan NY&cflt=restaurants,1443
2519 43rd Avenue Long Island City NY,https://www.yelp.com/search?find_loc=2519 43rd Avenue Long Island City NY&cflt=restaurants,313
579 61st Street Brooklyn NY,https://www.yelp.com/search?find_loc=579 61st Street Brooklyn NY&cflt=restaurants,505
32 Morton Street Manhattan NY,https://www.yelp.com/search?find_loc=32 Morton Street Manhattan NY&cflt=restaurants,1274
243 East 39th Street Manhattan NY,https://www.yelp.com/search?find_loc=243 East 39th Street Manhattan NY&cflt=restaurants,1930
220 East 204th Street Bronx NY,https://www.yelp.com/search?find_loc=220 East 204th Street Bronx NY&cflt=restaurants,192
