zip_code,Total population,Male,Female,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),18 years and over,21 years and over,62 years and over,65 years and over,18 years and over,Male,Female,65 years and over,Male,Female,One race,Two or more races,One race,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some other race,Two or more races,Hispanic or Latino (of any race),PCT_Male,PCT_Female,PCT_Under 5 years,PCT_5 to 9 years,PCT_10 to 14 years,PCT_15 to 19 years,PCT_20 to 24 years,PCT_25 to 34 years,PCT_35 to 44 years,PCT_45 to 54 years,PCT_55 to 59 years,PCT_60 to 64 years,PCT_65 to 74 years,PCT_75 to 84 years,PCT_85 years and over,PCT_Median age (years),PCT_18 years and over,PCT_21 years and over,PCT_62 years and over,PCT_65 years and over,PCT_18 years and over,PCT_Male,PCT_Female,PCT_65 years and over,PCT_Male,PCT_Female,PCT_One race,PCT_Two or more races,PCT_One race,PCT_White,PCT_Black or African American,PCT_American Indian and Alaska Native,PCT_Asian,PCT_Native Hawaiian and Other Pacific Islander,PCT_Some other race,PCT_Two or more races,PCT_Hispanic or Latino (of any race)
11215,"69,965","33,815","36,150","5,479","4,065","2,706","1,999","3,638","16,512","13,916","8,352","3,466","3,256","4,321","1,553",702,35.3,"56,156","55,436","8,389","6,576","56,156","26,813","29,343","6,576","2,812","3,764","66,040","3,925","66,040","52,895","3,192",149,"5,311",0,"4,493","3,925","12,095",0.483313085,0.516686915,0.078310584,0.058100479,0.038676481,0.028571429,0.051997427,0.236003716,0.19889945,0.119373973,0.049539055,0.046537554,0.061759451,0.022196813,0.010033588,0.000504538,0.802629886,0.792339027,0.119902809,0.093989852,0.802629886,0.383234474,0.419395412,0.093989852,0.040191524,0.053798328,0.943900522,0.056099478,0.943900522,0.756020868,0.045622811,0.002129636,0.075909383,0,0.064217823,0.056099478,0.17287215
10075,"23,353","10,155","13,198",813,628,928,921,788,"3,889","3,537","2,799","1,567","1,657","3,170","1,739",917,46.3,"20,436","19,957","6,713","5,826","20,436","8,878","11,558","5,826","2,338","3,488","22,750",603,"22,750","20,558",341,0,"1,152",0,699,603,"2,253",0.434847771,0.565152229,0.034813514,0.02689162,0.039737935,0.039438188,0.033742988,0.166531067,0.151458057,0.119856121,0.067100587,0.070954481,0.135742731,0.074465807,0.039266904,0.001982615,0.875090995,0.854579711,0.287457714,0.249475442,0.875090995,0.380165289,0.494925705,0.249475442,0.100115617,0.149359825,0.974178906,0.025821094,0.974178906,0.880315163,0.014601978,0,0.049329851,0,0.029931915,0.025821094,0.096475828
11419,"51,642","26,223","25,419","2,981","2,464","3,093","3,352","4,598","8,309","6,796","8,217","3,615","3,160","3,152","1,446",459,36.2,"41,078","38,809","6,714","5,057","41,078","20,742","20,336","5,057","2,306","2,751","48,056","3,586","48,056","6,074","8,965",537,"15,127",0,"17,353","3,586","10,164",0.507784362,0.492215638,0.057724333,0.047713102,0.05989311,0.064908408,0.089036056,0.16089617,0.131598311,0.159114674,0.070001162,0.061190504,0.061035591,0.028000465,0.008888114,0.00070098,0.795437822,0.751500716,0.130010457,0.09792417,0.795437822,0.40164982,0.393788002,0.09792417,0.044653577,0.053270594,0.930560397,0.069439603,0.930560397,0.117617443,0.173599009,0.010398513,0.292920491,0,0.336024941,0.069439603,0.196816545
11378,"33,270","16,239","17,031","2,049","1,893","1,789","2,040","1,991","5,346","4,604","4,595","2,541","2,066","2,295","1,249",812,38.3,"26,106","25,155","5,458","4,356","26,106","12,550","13,556","4,356","1,869","2,487","32,449",821,"32,449","24,882",640,89,"3,409",28,"3,401",821,"10,391",0.488097385,0.511902615,0.061587015,0.056898106,0.053772167,0.061316501,0.059843703,0.160685302,0.138382928,0.138112414,0.076375113,0.062097986,0.068981064,0.037541329,0.024406372,0.001151187,0.784670875,0.756086564,0.164051698,0.130928765,0.784670875,0.377216712,0.407454163,0.130928765,0.056176736,0.074752029,0.975323114,0.024676886,0.975323114,0.747880974,0.019236549,0.002675083,0.102464683,0.000841599,0.102224226,0.024676886,0.312323414
10457,"74,010","35,140","38,870","6,814","6,373","5,666","6,468","5,819","11,431","9,509","9,453","3,899","2,411","3,711","1,877",579,29.6,"51,209","47,550","7,392","6,167","51,209","23,180","28,029","6,167","2,519","3,648","71,500","2,510","71,500","8,596","25,497",308,941,52,"36,106","2,510","47,705",0.474800703,0.525199297,0.092068639,0.086109985,0.076557222,0.087393595,0.07862451,0.154452101,0.128482637,0.127725983,0.05268207,0.032576679,0.050141873,0.025361438,0.007823267,0.000399946,0.691920011,0.642480746,0.099878395,0.083326577,0.691920011,0.313200919,0.378719092,0.083326577,0.034035941,0.049290636,0.966085664,0.033914336,0.966085664,0.116146467,0.344507499,0.0041616,0.012714498,0.000702608,0.487852993,0.033914336,0.644575057
10065,"30,001","13,134","16,867","1,788","1,151",807,440,"1,435","6,698","4,802","3,766","1,545","1,393","3,067","2,010","1,099",39.5,"25,930","25,641","6,860","6,176","25,930","10,862","15,068","6,176","2,407","3,769","29,649",352,"29,649","26,148","1,010",14,"2,329",18,130,352,"1,819",0.437785407,0.562214593,0.059598013,0.038365388,0.026899103,0.014666178,0.047831739,0.223259225,0.160061331,0.125529149,0.051498283,0.046431786,0.102229926,0.066997767,0.036632112,0.001316623,0.864304523,0.854671511,0.228659045,0.205859805,0.864304523,0.362054598,0.502249925,0.205859805,0.080230659,0.125629146,0.988267058,0.011732942,0.988267058,0.871570948,0.033665544,0.000466651,0.077630746,0.00059998,0.004333189,0.011732942,0.060631312
10014,"31,464","16,101","15,363",950,799,596,416,"1,204","10,499","5,156","4,344","1,638","1,705","2,701",914,542,36.6,"28,920","28,597","5,036","4,157","28,920","14,975","13,945","4,157","2,111","2,046","30,871",593,"30,871","27,978",417,126,"1,770",0,580,593,"2,150",0.511727689,0.488272311,0.030193237,0.025394101,0.018942283,0.013221459,0.038265955,0.333682939,0.163869819,0.138062548,0.052059497,0.054188914,0.085844139,0.029049072,0.017226036,0.001163234,0.91914569,0.90887999,0.160055937,0.132119247,0.91914569,0.475940758,0.443204933,0.132119247,0.06709255,0.065026697,0.981153064,0.018846936,0.981153064,0.889206712,0.013253242,0.004004577,0.056254767,0,0.018433766,0.018846936,0.068332062
10128,"63,006","26,811","36,195","3,569","2,541","2,333","1,726","2,839","14,673","9,056","9,022","3,079","3,635","5,845","3,256","1,432",38.9,"53,394","52,662","12,659","10,533","53,394","22,326","31,068","10,533","4,415","6,118","60,697","2,309","60,697","50,826","3,094",9,"5,828",0,940,"2,309","8,212",0.425530902,0.574469098,0.056645399,0.040329492,0.03702822,0.027394216,0.045059201,0.232882583,0.143732343,0.143192712,0.048868362,0.057692918,0.092768943,0.051677618,0.022727994,0.000617402,0.847443101,0.83582516,0.200917373,0.167174555,0.847443101,0.354347205,0.493095896,0.167174555,0.070072691,0.097101863,0.963352697,0.036647303,0.963352697,0.806685078,0.049106434,0.000142844,0.092499127,0,0.014919214,0.036647303,0.130336793
10019,"39,505","20,169","19,336","1,171",671,647,588,"2,414","11,303","6,565","5,085","2,823","2,145","3,416","1,945",732,39.2,"36,720","36,231","7,605","6,093","36,720","18,979","17,741","6,093","2,291","3,802","38,205","1,300","38,205","27,568","2,551",196,"6,356",53,"1,481","1,300","6,020",0.510542969,0.489457031,0.029641817,0.016985192,0.016377674,0.014884192,0.061106189,0.286115682,0.166181496,0.128717884,0.071459309,0.054296924,0.086470067,0.049234274,0.0185293,0.000992279,0.929502595,0.917124415,0.192507278,0.154233641,0.929502595,0.4804202,0.449082395,0.154233641,0.057992659,0.096240982,0.967092773,0.032907227,0.967092773,0.697835717,0.064574105,0.004961397,0.160891026,0.001341602,0.037488925,0.032907227,0.152385774
10452,"75,288","34,502","40,786","5,962","6,279","6,163","5,892","6,627","11,674","10,020","9,859","4,124","3,006","3,656","1,520",506,31,"53,145","49,751","7,192","5,682","53,145","23,676","29,469","5,682","2,274","3,408","72,346","2,942","72,346","8,364","23,852",153,772,24,"39,181","2,942","51,304",0.458266922,0.541733078,0.079189247,0.083399745,0.081858995,0.078259484,0.088021996,0.155057911,0.133088938,0.130950483,0.054776326,0.039926682,0.048560196,0.02018914,0.006720859,0.000411752,0.705889385,0.660809159,0.095526512,0.075470194,0.705889385,0.314472426,0.391416959,0.075470194,0.030204017,0.045266178,0.960923388,0.039076612,0.960923388,0.111093401,0.316810116,0.002032196,0.010253958,0.000318776,0.52041494,0.039076612,0.681436617
11222,"35,695","17,053","18,642","1,389",899,858,947,"2,177","11,961","6,216","3,995","2,015","1,783","1,974",945,536,34.5,"32,032","31,244","4,576","3,455","32,032","15,323","16,709","3,455","1,433","2,022","34,351","1,344","34,351","29,256","1,078",151,"2,129",9,"1,728","1,344","4,706",0.477741981,0.522258019,0.038913013,0.0251856,0.02403698,0.026530326,0.060988934,0.335088948,0.174142037,0.111920437,0.056450483,0.049950974,0.055301863,0.026474296,0.015016109,0.000966522,0.897380586,0.875304665,0.128197227,0.096792268,0.897380586,0.429275809,0.468104777,0.096792268,0.040145679,0.056646589,0.962347668,0.037652332,0.962347668,0.81961059,0.030200308,0.004230284,0.059644208,0.000252136,0.048410141,0.037652332,0.131839193
11429,"26,739","12,642","14,097","1,123","1,303","1,673","1,703","2,256","3,821","3,576","4,096","2,071","1,497","2,204","1,087",329,39.4,"21,579","20,504","4,308","3,620","21,579","10,039","11,540","3,620","1,505","2,115","25,930",809,"25,930","1,163","20,998",117,863,46,"2,743",809,"3,201",0.47279255,0.52720745,0.041998579,0.048730319,0.062567785,0.063689742,0.084371143,0.142899884,0.133737238,0.153184487,0.07745241,0.055985639,0.082426418,0.040652231,0.012304125,0.001473503,0.807023449,0.766820001,0.161112981,0.135382774,0.807023449,0.375444108,0.431579341,0.135382774,0.056284827,0.079097947,0.969744568,0.030255432,0.969744568,0.043494521,0.785294888,0.004375631,0.032274954,0.001720334,0.10258424,0.030255432,0.119712779
11432,"64,686","30,530","34,156","4,400","3,624","3,981","5,453","5,200","9,512","8,401","8,026","4,234","3,314","4,770","2,639","1,132",35.2,"50,527","46,062","10,624","8,541","50,527","23,325","27,202","8,541","3,654","4,887","62,143","2,543","62,143","14,659","10,431",280,"26,885",0,"9,888","2,543","16,142",0.471972297,0.528027703,0.068020901,0.056024488,0.061543456,0.084299539,0.080388338,0.14704882,0.129873543,0.124076307,0.065454658,0.051232106,0.07374084,0.040797081,0.017499923,0.000544167,0.781111833,0.712086077,0.164239557,0.132037844,0.781111833,0.360588072,0.420523761,0.132037844,0.056488266,0.075549578,0.960687011,0.039312989,0.960687011,0.226617815,0.161255913,0.004328603,0.415623164,0,0.152861516,0.039312989,0.249543951
10038,"22,300","10,409","11,891",821,608,600,"1,602","1,855","5,835","3,105","2,320","1,208","1,203","1,467","1,075",601,34.6,"19,873","18,393","3,726","3,143","19,873","9,166","10,707","3,143","1,165","1,978","21,719",581,"21,719","11,212","1,940",66,"7,460",0,"1,041",581,"3,476",0.4667713,0.5332287,0.036816143,0.027264574,0.02690583,0.071838565,0.083183857,0.261659193,0.139237668,0.104035874,0.054170404,0.053946188,0.065784753,0.048206278,0.026950673,0.00155157,0.891165919,0.824798206,0.167085202,0.140941704,0.891165919,0.41103139,0.480134529,0.140941704,0.052242152,0.088699552,0.973946188,0.026053812,0.973946188,0.502780269,0.086995516,0.002959641,0.334529148,0,0.046681614,0.026053812,0.155874439
11426,"19,991","9,795","10,196","1,643","1,047","1,042","1,170","1,313","3,179","2,007","2,696","1,647","1,361","1,901",557,428,37.9,"15,640","14,898","3,815","2,886","15,640","7,662","7,978","2,886","1,240","1,646","19,391",600,"19,391","8,298",789,56,"8,917",0,"1,331",600,"3,905",0.489970487,0.510029513,0.082186984,0.052373568,0.052123456,0.058526337,0.065679556,0.15902156,0.100395178,0.134860687,0.082387074,0.068080636,0.095092792,0.027862538,0.021409634,0.001895853,0.782352058,0.745235356,0.190835876,0.144364964,0.782352058,0.383272473,0.399079586,0.144364964,0.062027913,0.082337052,0.969986494,0.030013506,0.969986494,0.415086789,0.03946776,0.002801261,0.446050723,0,0.066579961,0.030013506,0.195337902
10453,"80,516","36,120","44,396","6,281","6,533","5,901","6,387","7,919","12,874","9,784","10,894","4,600","3,124","4,272","1,545",402,30.1,"58,075","53,608","8,016","6,219","58,075","25,146","32,929","6,219","2,326","3,893","78,563","1,953","78,563","8,376","25,730",627,"1,242",53,"42,535","1,953","55,387",0.448606488,0.551393512,0.07800934,0.081139152,0.073289781,0.079325848,0.098353122,0.159893686,0.12151622,0.1353023,0.057131502,0.038799742,0.053057777,0.019188733,0.004992796,0.000373839,0.72128521,0.665805554,0.099557852,0.077239306,0.72128521,0.312310597,0.408974614,0.077239306,0.028888668,0.048350638,0.975743952,0.024256048,0.975743952,0.104029013,0.319563813,0.007787272,0.015425505,0.000658254,0.528280093,0.024256048,0.687900542
10018,"9,684","4,818","4,866",400,78,137,198,"1,082","4,027","1,858",928,421,260,203,92,0,31.2,"8,983","8,735",416,295,"8,983","4,560","4,423",295,138,157,"9,301",383,"9,301","5,724",532,0,"2,842",0,203,383,"1,599",0.497521685,0.502478315,0.041305246,0.008054523,0.014147047,0.020446097,0.11173069,0.415840562,0.191862867,0.09582817,0.043473771,0.02684841,0.020962412,0.009500207,0,0.003221809,0.927612557,0.902003304,0.042957456,0.030462619,0.927612557,0.470879802,0.456732755,0.030462619,0.01425031,0.016212309,0.960450227,0.039549773,0.960450227,0.591078067,0.054935977,0,0.293473771,0,0.020962412,0.039549773,0.16511772
10013,"28,211","13,988","14,223","1,739","1,323",951,"1,107","2,010","5,919","4,892","3,128","1,504","1,829","2,160",915,734,36.9,"23,643","22,434","4,780","3,809","23,643","11,594","12,049","3,809","1,449","2,360","26,750","1,461","26,750","15,813","1,371",36,"9,039",0,491,"1,461","2,025",0.495834958,0.504165042,0.061642622,0.046896601,0.033710255,0.039240013,0.071248804,0.209811776,0.173407536,0.110878735,0.053312538,0.064832867,0.076565879,0.032434157,0.02601822,0.001308,0.838077346,0.795221722,0.169437453,0.135018255,0.838077346,0.410974443,0.427102903,0.135018255,0.051362944,0.083655312,0.94821169,0.05178831,0.94821169,0.560526036,0.048598065,0.001276098,0.320406933,0,0.017404559,0.05178831,0.071780511
10454,"38,938","18,814","20,124","3,262","3,319","3,584","3,433","3,906","5,675","5,239","4,391","1,662","1,212","1,763","1,216",276,28.3,"26,794","24,276","3,910","3,255","26,794","12,569","14,225","3,255","1,320","1,935","37,818","1,120","37,818","6,074","11,341",328,270,0,"19,805","1,120","27,869",0.483178386,0.516821614,0.083774205,0.085238071,0.092043762,0.088165802,0.100313319,0.145744517,0.134547229,0.112769017,0.04268324,0.031126406,0.045277107,0.031229133,0.007088191,0.000726796,0.688119575,0.623452668,0.100416046,0.083594432,0.688119575,0.322795213,0.365324362,0.083594432,0.033900046,0.049694386,0.971236324,0.028763676,0.971236324,0.155991576,0.291257897,0.008423648,0.0069341,0,0.508629103,0.028763676,0.715727567
10461,"50,255","24,304","25,951","3,170","2,413","2,722","2,375","3,504","8,342","6,976","7,485","3,251","2,423","3,553","2,624","1,417",38.1,"40,329","38,727","8,754","7,594","40,329","19,349","20,980","7,594","2,952","4,642","48,205","2,050","48,205","23,975","4,489",226,"5,592",6,"13,917","2,050","22,211",0.483613571,0.516386429,0.063078301,0.048015123,0.054163765,0.047258979,0.069724406,0.165993433,0.138812059,0.148940404,0.064690081,0.048214108,0.070699433,0.05221371,0.028196199,0.000758134,0.802487315,0.77060989,0.174191623,0.151109342,0.802487315,0.385016416,0.417470898,0.151109342,0.058740424,0.092368919,0.959208039,0.040791961,0.959208039,0.477066959,0.089324445,0.004497065,0.11127251,0.000119391,0.276927669,0.040791961,0.441965974
10003,"56,767","27,425","29,342","1,757",796,623,"7,633","5,516","15,335","8,068","5,177","2,466","3,232","3,502","1,715",947,32.2,"53,002","44,277","8,411","6,164","53,002","25,375","27,627","6,164","2,811","3,353","55,153","1,614","55,153","44,001","2,493",105,"7,348",8,"1,198","1,614","4,470",0.48311519,0.51688481,0.030951081,0.014022231,0.010974686,0.134461923,0.09716913,0.270139342,0.142124826,0.091197351,0.043440731,0.056934487,0.061690771,0.030211214,0.016682227,0.000567231,0.933676256,0.779977804,0.148167069,0.108584213,0.933676256,0.44700266,0.486673596,0.108584213,0.049518206,0.059066007,0.971567988,0.028432012,0.971567988,0.775115824,0.04391636,0.001849666,0.129441401,0.000140927,0.02110381,0.028432012,0.078742932
11421,"43,341","21,396","21,945","3,059","2,667","2,444","2,675","3,706","6,413","5,901","6,238","3,223","2,400","2,872","1,255",488,36.1,"33,529","31,888","5,824","4,615","33,529","16,099","17,430","4,615","2,052","2,563","40,953","2,388","40,953","20,987","1,904",341,"8,799",0,"8,922","2,388","24,734",0.493666505,0.506333495,0.07057982,0.061535267,0.056390023,0.06171985,0.085507949,0.147966129,0.136152834,0.143928382,0.074363766,0.055374818,0.066265199,0.028956415,0.011259546,0.00083293,0.773609285,0.735746752,0.134376226,0.106481161,0.773609285,0.371449667,0.402159618,0.106481161,0.04734547,0.059135691,0.944902056,0.055097944,0.944902056,0.484229713,0.043930689,0.007867839,0.203017928,0,0.205855887,0.055097944,0.570683648
11109,"4,964","2,539","2,425",500,110,16,46,111,"2,402","1,005",437,94,132,53,45,13,31.6,"4,338","4,292",180,111,"4,338","2,248","2,090",111,80,31,"4,747",217,"4,747","3,179",235,0,"1,273",0,60,217,312,0.511482675,0.488517325,0.100725222,0.022159549,0.003223207,0.00926672,0.022360999,0.483883965,0.202457695,0.088033844,0.018936342,0.026591459,0.010676873,0.00906527,0.002618856,0.006365834,0.873892023,0.864625302,0.03626108,0.022360999,0.873892023,0.452860596,0.421031426,0.022360999,0.016116035,0.006244964,0.956285254,0.043714746,0.956285254,0.640410959,0.047340854,0,0.256446414,0,0.012087027,0.043714746,0.062852538
10035,"34,187","16,948","17,239","2,006","1,862","1,718","1,836","2,760","6,350","4,756","4,936","2,142","1,712","2,374","1,153",582,35.9,"27,624","26,350","4,969","4,109","27,624","13,554","14,070","4,109","1,588","2,521","32,788","1,399","32,788","7,486","14,313",279,"1,879",35,"8,796","1,399","15,322",0.495743996,0.504256004,0.058677275,0.054465148,0.05025302,0.053704625,0.080732442,0.185743119,0.139117208,0.144382368,0.062655395,0.050077515,0.069441601,0.03372627,0.017024015,0.001050107,0.808026443,0.770760816,0.145347647,0.120191886,0.808026443,0.396466493,0.41155995,0.120191886,0.046450405,0.073741481,0.959078012,0.040921988,0.959078012,0.218972124,0.418667915,0.008160997,0.054962413,0.001023781,0.257290783,0.040921988,0.448182058
10016,"50,444","22,875","27,569","2,082",855,"1,106","1,266","4,712","17,237","5,515","5,273","2,831","2,429","3,898","2,185","1,055",33.3,"45,861","44,730","8,448","7,138","45,861","21,115","24,746","7,138","3,159","3,979","48,514","1,930","48,514","36,626","1,537",68,"9,872",0,411,"1,930","4,341",0.453473158,0.546526842,0.041273491,0.016949489,0.021925303,0.025097137,0.093410515,0.341705654,0.109329157,0.104531758,0.05612164,0.048152407,0.077273809,0.04331536,0.020914281,0.000660138,0.909146777,0.886725874,0.167472841,0.141503449,0.909146777,0.418582983,0.490563794,0.141503449,0.0626239,0.07887955,0.961739751,0.038260249,0.961739751,0.726072476,0.030469431,0.001348029,0.195702165,0,0.008147649,0.038260249,0.086055824
11355,"82,028","39,239","42,789","3,956","3,939","3,498","3,729","5,237","12,500","11,663","13,419","5,934","5,159","6,725","4,386","1,883",41.9,"68,273","65,983","15,999","12,994","68,273","32,142","36,131","12,994","5,639","7,355","79,990","2,038","79,990","10,317","2,817",295,"60,445",64,"6,052","2,038","10,553",0.478361047,0.521638953,0.048227435,0.048020188,0.042643975,0.045460087,0.063844053,0.15238699,0.142183157,0.163590481,0.072341152,0.062893158,0.081984201,0.053469547,0.022955576,0.000510801,0.832313356,0.80439606,0.195043156,0.158409324,0.832313356,0.39184181,0.440471546,0.158409324,0.068744819,0.089664505,0.975154825,0.024845175,0.975154825,0.125774126,0.034341932,0.003596333,0.736882528,0.000780221,0.073779685,0.024845175,0.128651192
10466,"71,645","32,641","39,004","4,801","4,296","4,812","5,151","6,015","9,710","9,049","10,292","4,868","3,833","5,274","2,606",938,35.9,"54,632","51,452","11,022","8,818","54,632","24,530","30,102","8,818","3,626","5,192","69,790","1,855","69,790","6,235","52,501",560,"1,747",78,"8,669","1,855","15,845",0.455593552,0.544406448,0.067010957,0.059962314,0.067164492,0.071896155,0.083955614,0.135529346,0.126303301,0.143652732,0.067946123,0.053499895,0.073612953,0.036373787,0.01309233,0.000501082,0.762537511,0.718151999,0.153841859,0.12307907,0.762537511,0.342382581,0.420154931,0.12307907,0.05061065,0.072468421,0.974108451,0.025891549,0.974108451,0.08702631,0.732793635,0.007816317,0.024384116,0.001088701,0.120999372,0.025891549,0.221159886
11217,"38,670","18,363","20,307","2,840","1,501","1,428","1,173","1,781","10,184","7,378","4,523","1,891","1,909","2,554",999,509,35.5,"32,044","31,500","5,169","4,062","32,044","14,930","17,114","4,062","1,786","2,276","36,752","1,918","36,752","22,901","6,589",85,"2,755",0,"4,422","1,918","7,697",0.474864236,0.525135764,0.073441945,0.038815619,0.036927851,0.030333592,0.046056374,0.263356607,0.190793897,0.116964055,0.048900957,0.049366434,0.066046031,0.02583398,0.013162658,0.000918024,0.828652702,0.81458495,0.133669511,0.105042669,0.828652702,0.386087406,0.442565296,0.105042669,0.046185674,0.058856995,0.950400828,0.049599172,0.950400828,0.592216188,0.170390484,0.002198086,0.071243858,0,0.114352211,0.049599172,0.199043186
11420,"50,549","24,371","26,178","2,786","3,010","3,486","3,581","4,380","6,963","7,011","7,787","3,526","2,643","3,413","1,453",510,36.8,"39,040","36,820","6,735","5,376","39,040","18,771","20,269","5,376","2,475","2,901","47,448","3,101","47,448","8,854","12,545",843,"12,562",73,"12,571","3,101","12,284",0.482126254,0.517873746,0.055114839,0.059546183,0.068962789,0.070842153,0.086648598,0.137747532,0.138697106,0.154048547,0.0697541,0.052285901,0.067518645,0.028744387,0.01008922,0.000728006,0.772319927,0.728402144,0.133237057,0.106352252,0.772319927,0.371342658,0.40097727,0.106352252,0.048962393,0.057389859,0.938653584,0.061346416,0.938653584,0.175156779,0.248175038,0.016676888,0.248511345,0.001444143,0.24868939,0.061346416,0.243011731
11363,"7,577","3,787","3,790",405,408,584,386,319,754,"1,006","1,240",645,403,837,356,234,44.3,"5,947","5,710","1,704","1,427","5,947","2,817","3,130","1,427",615,812,"7,253",324,"7,253","4,584",92,0,"2,252",0,325,324,"1,316",0.499802032,0.500197968,0.053451234,0.053847169,0.07707536,0.050943645,0.042101095,0.09951168,0.132770226,0.163653161,0.085126039,0.053187277,0.110465884,0.046984295,0.030882935,0.005846641,0.78487528,0.75359641,0.224891118,0.188333113,0.78487528,0.371783028,0.413092253,0.188333113,0.081166689,0.107166425,0.957239013,0.042760987,0.957239013,0.604988782,0.012142009,0,0.297215257,0,0.042892966,0.042760987,0.173683516
11379,"36,082","16,939","19,143","1,689","2,075","2,015","1,592","1,539","4,581","5,483","5,177","2,777","2,346","3,515","2,268","1,025",43.3,"29,342","28,352","8,218","6,808","29,342","13,702","15,640","6,808","2,810","3,998","35,229",853,"35,229","29,305",471,22,"3,715",0,"1,716",853,"6,957",0.469458456,0.530541544,0.046810044,0.057507899,0.05584502,0.044121723,0.042652846,0.126960811,0.151959426,0.143478743,0.076963583,0.065018569,0.097416995,0.062856826,0.028407516,0.001200044,0.813203259,0.785765756,0.227758993,0.188681337,0.813203259,0.379746134,0.433457125,0.188681337,0.077878166,0.110803171,0.976359404,0.023640596,0.976359404,0.812177817,0.0130536,0.000609722,0.102959925,0,0.047558339,0.023640596,0.19281082
11433,"34,703","16,228","18,475","2,253","2,454","2,674","2,650","2,907","5,023","4,492","4,617","1,996","1,802","2,189","1,201",445,33.6,"25,611","24,045","4,830","3,835","25,611","11,522","14,089","3,835","1,396","2,439","33,700","1,003","33,700","1,480","23,416",101,"2,289",0,"6,414","1,003","6,860",0.467625277,0.532374723,0.064922341,0.070714347,0.077053857,0.076362274,0.083767974,0.144742529,0.129441259,0.133043253,0.057516641,0.051926346,0.06307812,0.034607959,0.012823099,0.000968216,0.73800536,0.692879578,0.139181051,0.110509178,0.73800536,0.332017405,0.405987955,0.110509178,0.04022707,0.070282108,0.9710976,0.0289024,0.9710976,0.04264761,0.674754344,0.002910411,0.065959715,0,0.184825519,0.0289024,0.197677434
10001,"23,332","12,116","11,216",495,888,886,"1,130","2,562","5,186","3,888","2,906","1,499","1,121","1,543","1,032",196,35.8,"20,748","19,540","3,385","2,771","20,748","11,085","9,663","2,771","1,191","1,580","22,721",611,"22,721","14,814","2,235",32,"5,000",0,640,611,"3,589",0.519286816,0.480713184,0.021215498,0.038059318,0.037973598,0.048431339,0.109806275,0.222269844,0.166638094,0.124549974,0.064246528,0.048045603,0.06613235,0.044231099,0.00840048,0.001534373,0.889250814,0.837476427,0.145079719,0.118763929,0.889250814,0.475098577,0.414152237,0.118763929,0.051045774,0.067718155,0.973812789,0.026187211,0.973812789,0.634921996,0.095791188,0.001371507,0.21429796,0,0.027430139,0.026187211,0.153823076
10308,"30,347","14,710","15,637","1,486","1,708","1,702","1,773","2,017","3,618","4,056","5,056","2,351","1,717","2,775","1,408",680,42.7,"24,279","23,340","5,951","4,863","24,279","11,135","13,144","4,863","1,901","2,962","30,038",309,"30,038","28,094",92,94,"1,522",14,222,309,"2,955",0.484726662,0.515273338,0.048966949,0.056282334,0.056084621,0.058424226,0.06646456,0.11922101,0.133654068,0.166606254,0.07747059,0.056578904,0.091442317,0.046396678,0.022407487,0.001407058,0.800046133,0.76910403,0.196098461,0.160246482,0.800046133,0.366922595,0.433123538,0.160246482,0.062642106,0.097604376,0.989817774,0.010182226,0.989817774,0.925758724,0.003031601,0.003097506,0.050153228,0.000461331,0.007315385,0.010182226,0.097373711
11236,"100,049","44,025","56,024","5,759","5,629","6,719","6,866","8,008","13,927","12,834","14,591","7,375","6,339","7,252","3,277","1,473",37.5,"77,800","73,418","15,755","12,002","77,800","33,143","44,657","12,002","4,412","7,590","98,873","1,176","98,873","5,437","87,209",454,"2,722",0,"3,051","1,176","6,014",0.440034383,0.559965617,0.057561795,0.056262431,0.067157093,0.068626373,0.08004078,0.139201791,0.128277144,0.145838539,0.07371388,0.063358954,0.072484483,0.032753951,0.014722786,0.000374816,0.777618967,0.733820428,0.157472838,0.119961219,0.777618967,0.331267679,0.446351288,0.119961219,0.044098392,0.075862827,0.98824576,0.01175424,0.98824576,0.054343372,0.871662885,0.004537776,0.027206669,0,0.030495057,0.01175424,0.060110546
11375,"71,159","33,173","37,986","5,001","3,959","3,042","2,382","2,361","10,337","12,584","9,893","4,577","3,992","6,331","4,246","2,454",41.6,"57,694","56,394","15,217","13,031","57,694","26,462","31,232","13,031","5,155","7,876","68,839","2,320","68,839","44,992","2,251",262,"18,997",72,"2,265","2,320","9,808",0.466181368,0.533818632,0.070279234,0.05563597,0.042749336,0.033474332,0.033179218,0.145266235,0.176843407,0.139026687,0.064320746,0.05609972,0.088969772,0.059669192,0.034486151,0.000584606,0.810775868,0.792506921,0.213845051,0.183125114,0.810775868,0.371871443,0.438904425,0.183125114,0.072443401,0.110681713,0.967396956,0.032603044,0.967396956,0.632274203,0.031633384,0.003681895,0.266965528,0.001011819,0.031830127,0.032603044,0.137832179
