,address,days_on_trulia,elementary_school_count,high_school_count,middle_school_count,pets_allowed,price,sqft,url,zip_code,school_count,evac,guarantor,storage,garage,deck,elevator,dishwasher,pets,fios available,live in super,fitness center,washing machine,dryer,concierge,balcony,air conditioning,flooring: hardwood,recreation facilities,garden,pied a terre,childrens playroom,terrace,courtyard,pool,furnished,fireplace,sublets,valet parking,off-street parking,cable tv ready,board approval required,parents,co purchase,leed registered,microwave oven
6185,"10243 Corona Avenue, Corona, NY",33,57,6,34,0,1745,,https://www.trulia.com/p/ny/corona/10243-corona-ave-l4a-corona-ny-11368--2172715948,11368,97,,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6187,"4214 Crescent Street, Long Island City, NY",17,37,10,23,0,2550,,https://www.trulia.com/p/ny/long-island-city/4214-crescent-st-2c-long-island-city-ny-11101--2209267890,11101,70,5,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6188,"8335 116th Street, Queens, NY",15,50,7,32,0,1700,,https://www.trulia.com/p/ny/queens/8335-116th-st-3d-queens-ny-11418--2344495499,11418,89,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6189,"5639 61st Street, Maspeth, NY",2,31,6,23,0,1250,,https://www.trulia.com/p/ny/maspeth/5639-61st-st-2c-maspeth-ny-11378--2351969544,11378,60,,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,"260 West 54th Street, Manhattan, NY",9,36,10,21,0,3923,,https://www.trulia.com/p/ny/manhattan/260-w-54th-st-20a-manhattan-ny-10019--2171483690,10019,67,,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6190,"9745 Queens Boulevard, Rego Park, NY",16,59,6,29,0,2475,897,https://www.trulia.com/p/ny/rego-park/9745-queens-blvd-701-rego-park-ny-11374--2172571927,11374,94,,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6192,"6254 97th Place, Rego Park, NY",4,61,6,33,0,1950,700,https://www.trulia.com/rental/4026246483-6254-97th-Pl-Rego-Park-NY-11374,11374,100,,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6194,"122-20 Ocean Promenade Walk, Far Rockaway, NY",2,15,8,17,1,1675,800,https://www.trulia.com/p/ny/far-rockaway/122-20-ocean-promenade-walk-3d-far-rockaway-ny-11694--2343855629,11694,40,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6195,"3040 21st Street, Astoria, NY",38,26,6,23,0,2500,,https://www.trulia.com/p/ny/astoria/3040-21st-st-206-astoria-ny-11102--2174909140,11102,55,3,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6196,"9626 46th Avenue, Corona, NY",11,56,4,31,0,1000,,https://www.trulia.com/p/ny/corona/9626-46th-ave-3-corona-ny-11368--2351643638,11368,91,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6197,"6741 Burns Street, Forest Hills, NY",38,58,6,31,0,1900,,https://www.trulia.com/p/ny/forest-hills/6741-burns-st-205-forest-hills-ny-11375--2173576666,11375,95,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6199,"3040 21st Street, Astoria, NY",2,26,6,23,0,2550,610,https://www.trulia.com/p/ny/astoria/3040-21st-st-208a-astoria-ny-11102--2352032223,11102,55,3,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,"9 East 16th Street, Manhattan, NY",2,44,16,19,1,7285,"1,200",https://www.trulia.com/p/ny/manhattan/9-e-16th-st-2b-manhattan-ny-10003--2303698101,10003,79,,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,"315 East 56th Street, Manhattan, NY",9,39,12,23,0,3338,875,https://www.trulia.com/p/ny/manhattan/315-e-56th-st-2h-manhattan-ny-10022--2346080122,10022,74,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6202,"3220 32nd Street, Astoria, NY",30,31,5,27,0,1895,,https://www.trulia.com/p/ny/astoria/3220-32nd-st-3-astoria-ny-11106--2329641647,11106,63,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6203,"3906 Corporal Stone Street, Bayside, NY",11,55,18,27,0,1950,,https://www.trulia.com/p/ny/bayside/3906-corporal-stone-st-1g-bayside-ny-11361--2351687543,11361,100,,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6204,"2 Bay Club Drive, Bayside, NY",25,58,23,29,0,2500,,https://www.trulia.com/p/ny/bayside/2-bay-club-dr-20z-bayside-ny-11360--2009968943,11360,110,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6205,"8921 146th Street, Queens, NY",28,63,15,32,0,1929,975,https://www.trulia.com/p/ny/queens/8921-146th-st-jhstaa94k-queens-ny-11435--2346660291,11435,110,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6207,"13104 40th Road, Queens, NY",1,58,10,33,1,2850,730,https://www.trulia.com/p/ny/queens/13104-40th-rd-10b-queens-ny-11354--2352034982,11354,101,,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6208,"8357 252nd Street, Bellerose, NY",19,48,21,25,0,1550,,https://www.trulia.com/p/ny/bellerose/8357-252nd-st-bellerose-ny-11426--1007621569,11426,94,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,"536 East 79th Street, New York, NY",9,30,7,19,1,2095,,https://www.trulia.com/rental/4006402712-536-E-79th-St-5A-New-York-NY-10075,10075,56,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6210,"105-24 64th Road, Forest Hills, NY",10,60,7,32,0,1750,,https://www.trulia.com/p/ny/forest-hills/105-24-64th-rd-3n-forest-hills-ny-11375--2196456039,11375,99,,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6211,"13103 40th Road, Flushing, NY",169,59,10,33,0,2500,,https://www.trulia.com/p/ny/flushing/13103-40th-rd-17f-flushing-ny-11354--2297467700,11354,102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6212,"21350 34th Road, Bayside, NY",6,55,22,26,0,1700,700,https://www.trulia.com/p/ny/bayside/21350-34th-rd-3-bayside-ny-11361--2331981257,11361,103,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6213,"3916 Prince Street, Flushing, NY",163,59,11,34,0,2400,800,https://www.trulia.com/p/ny/flushing/3916-prince-st-9e-flushing-ny-11354--2174923388,11354,104,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6215,"8539 116th Street, Kew Gardens, NY",21,48,7,29,0,1700,750,https://www.trulia.com/p/ny/kew-gardens/8539-116th-st-kew-gardens-ny-11418--2343567795,11418,84,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6216,"1701 Madison Street, Ridgewood, NY",17,24,2,12,0,1800,,https://www.trulia.com/p/ny/ridgewood/1701-madison-st-3r-ridgewood-ny-11385--2178502191,11385,38,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6217,"13105 40th Road, Flushing, NY",95,59,10,33,0,3000,,https://www.trulia.com/p/ny/flushing/13105-40th-rd-10f-flushing-ny-11354--2177935069,11354,102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6218,"20911 23rd Avenue, Bayside, NY",53,58,23,29,0,1950,,https://www.trulia.com/p/ny/bayside/20911-23rd-ave-1-bayside-ny-11360--2338114943,11360,110,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6219,"5607 31st Avenue, Woodside, NY",12,32,6,28,1,1800,725,https://www.trulia.com/p/ny/woodside/5607-31st-ave-5-woodside-ny-11377--2349933151,11377,66,,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
622,"50 West 93rd Street, Manhattan, NY",9,27,7,15,0,3254,,https://www.trulia.com/p/ny/manhattan/50-w-93rd-st-505n-manhattan-ny-10025--2351712803,10025,49,,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6220,"3158 45th Street, Astoria, NY",60,32,5,26,0,1700,708,https://www.trulia.com/p/ny/astoria/3158-45th-st-3-astoria-ny-11103--2346662509,11103,63,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6222,"131 Street And 114 Avenue, South Ozone Park, NY",4,49,14,32,0,1000,"1,664",https://www.trulia.com/p/ny/south-ozone-park/131-street-and-114-ave-south-ozone-park-ny-11420--2351895905,11420,95,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6223,"17525 Dalny Road, Queens, NY",6,60,14,31,1,1750,798,https://www.trulia.com/p/ny/queens/17525-dalny-rd-1-queens-ny-11432--2351868806,11432,105,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6225,"4472 11th Street, Long Island City, NY",3,39,11,23,1,2815,,https://www.trulia.com/p/ny/long-island-city/4472-11th-st-406b-long-island-city-ny-11101--2351977609,11101,73,2,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6227,"2908 31st Avenue, Astoria, NY",15,28,3,23,1,1971,,https://www.trulia.com/p/ny/astoria/2908-31st-ave-a-astoria-ny-11106--2179776549,11106,54,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6228,"3057 34th Street, Astoria, NY",1,29,3,24,0,1325,,https://www.trulia.com/p/ny/astoria/3057-34th-st-llb-astoria-ny-11103--1136338084,11103,56,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,"66 West 38th Street, Manhattan, NY",9,42,12,22,1,4395,,https://www.trulia.com/p/ny/manhattan/66-w-38th-st-133f-manhattan-ny-10018--2349543258,10018,76,,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6230,"1 Bay Club Drive, Bayside, NY",79,58,23,29,0,2550,,https://www.trulia.com/p/ny/bayside/1-bay-club-dr-21w-bayside-ny-11360--2009965796,11360,110,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6231,"1716 Norman Street, Glendale, NY",17,25,2,13,0,1420,,https://www.trulia.com/p/ny/glendale/1716-norman-st-2-glendale-ny-11385--2178531184,11385,40,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6233,"51-09 B 108 Street, Corona, NY",72,56,8,35,0,1600,,https://www.trulia.com/p/ny/corona/51-09-b-108-st-b-corona-ny-11368--2350379865,11368,99,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6234,"3730 81st Street, Jackson Heights, NY",9,41,7,29,0,1893,,https://www.trulia.com/p/ny/jackson-heights/3730-81st-st-c6-jackson-heights-ny-11372--2172737620,11372,77,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6236,"14018 Burden Crescent, Briarwood, NY",26,58,13,40,0,1750,750,https://www.trulia.com/p/ny/briarwood/14018-burden-cres-201-briarwood-ny-11435--2174875729,11435,111,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6237,"360 Onderdonk Avenue, Ridgewood, NY",97,25,2,16,0,1800,,https://www.trulia.com/p/ny/ridgewood/360-onderdonk-ave-2l-ridgewood-ny-11385--2345303655,11385,43,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6238,"14210 Roosevelt Avenue, Queens, NY",24,59,10,35,0,1749,,https://www.trulia.com/p/ny/queens/14210-roosevelt-ave-501-queens-ny-11354--2172990289,11354,104,,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6239,"186 Hollis, Hollis, NY",51,62,12,30,0,1400,,https://www.trulia.com/p/ny/hollis/186-hollis-hollis-ny-11423--2347235034,11423,104,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,"235 West End Avenue, Manhattan, NY",1,27,10,19,1,3200,675,https://www.trulia.com/p/ny/manhattan/235-w-end-ave-3e-manhattan-ny-10023--2088866486,10023,56,,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6241,"180 Beach 117th Street, Far Rockaway, NY",6,15,8,18,0,1600,850,https://www.trulia.com/p/ny/far-rockaway/180-beach-117th-st-far-rockaway-ny-11694--1004489671,11694,41,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6242,"1785 215th Street, Bayside, NY",26,48,19,24,0,2000,,https://www.trulia.com/p/ny/bayside/1785-215th-st-1a-bayside-ny-11360--2346807968,11360,91,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6243,"6264 Saunders Street, Rego Park, NY",5,56,6,29,0,1750,,https://www.trulia.com/p/ny/rego-park/6264-saunders-st-d2-rego-park-ny-11374--2175026328,11374,91,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6244,"3762 80th Street, Flushing, NY",17,41,7,29,1,1800,750,https://www.trulia.com/rental/4043039915-3762-80th-St-2R-Flushing-NY-11372,11372,77,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6245,"6945 108th Street, Forest Hills, NY",158,59,6,32,0,2300,800,https://www.trulia.com/p/ny/forest-hills/6945-108th-st-8i-forest-hills-ny-11375--2010075538,11375,97,,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6247,"13702 Northern Boulevard, Flushing, NY",2,61,10,33,0,1850,700,https://www.trulia.com/p/ny/flushing/13702-northern-blvd-4f-flushing-ny-11354--2228389784,11354,104,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,"400 West 55th Street, Manhattan, NY",9,37,9,21,1,3795,,https://www.trulia.com/p/ny/manhattan/400-w-55th-st-117c-manhattan-ny-10019--2349543256,10019,67,,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6250,"16824 84th Avenue, Queens, NY",19,63,13,30,0,1750,750,https://www.trulia.com/p/ny/queens/16824-84th-ave-1-queens-ny-11432--2349680896,11432,106,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6251,"3955 Greenpoint Avenue, Sunnyside, NY",16,35,7,26,0,1850,908,https://www.trulia.com/p/ny/sunnyside/3955-greenpoint-ave-4b-sunnyside-ny-11104--2351490659,11104,68,,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6253,"4145 149th Street, Flushing, NY",12,58,12,36,0,1450,,https://www.trulia.com/p/ny/flushing/4145-149th-st-bb-flushing-ny-11355--1004287476,11355,106,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6254,"3620 Parsons Boulevard, Flushing, NY",19,58,9,32,1,1775,"37,650",https://www.trulia.com/p/ny/flushing/3620-parsons-blvd-4-flushing-ny-11354--2172937697,11354,99,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6255,"14320 Hoover Avenue, Queens, NY",10,61,14,38,0,1850,,https://www.trulia.com/p/ny/queens/14320-hoover-ave-301-queens-ny-11435--2010268403,11435,113,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6256,"1666 Bell Boulevard, Bayside, NY",86,48,19,23,1,2000,,https://www.trulia.com/p/ny/bayside/1666-bell-blvd-6f-bayside-ny-11360--2345743559,11360,90,,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6257,"14159 85th Road, Briarwood, NY",9,56,14,39,1,1600,750,https://www.trulia.com/p/ny/briarwood/14159-85th-rd-3f-briarwood-ny-11435--2351712814,11435,109,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6259,"10243 Corona Avenue, Corona, NY",17,57,6,34,0,1795,,https://www.trulia.com/p/ny/corona/10243-corona-ave-l1c-corona-ny-11368--2173012857,11368,97,,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,"121 Bank Street, Manhattan, NY",9,45,17,19,1,3800,,https://www.trulia.com/p/ny/manhattan/121-bank-st-4k-manhattan-ny-10014--2171784573,10014,81,,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6260,"2680 30th Street, Astoria, NY",10,25,4,22,1,1750,,https://www.trulia.com/p/ny/astoria/2680-30th-st-r3-astoria-ny-11102--2351708284,11102,51,,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6261,"13676 39th Avenue, Flushing, NY",41,59,11,35,1,2500,800,https://www.trulia.com/p/ny/flushing/13676-39th-ave-f-flushing-ny-11354--2329802326,11354,105,,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
6262,"22410 Jamaica Avenue, Queens Village, NY",43,58,14,25,1,1795,620,https://www.trulia.com/p/ny/queens-village/22410-jamaica-ave-4d-queens-village-ny-11428--2296963007,11428,97,,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6263,"53112 63rd Street, Maspeth, NY",36,32,7,22,0,1500,,https://www.trulia.com/p/ny/maspeth/53112-63rd-st-maspeth-ny-11378--2010091922,11378,61,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6268,"7025 Yellowstone Boulevard, Forest Hills, NY",19,59,6,31,0,2350,700,https://www.trulia.com/p/ny/forest-hills/7025-yellowstone-blvd-24q-forest-hills-ny-11375--2192123673,11375,96,,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6269,"5026 41st Street, Sunnyside, NY",29,38,6,23,0,1700,,https://www.trulia.com/p/ny/sunnyside/5026-41st-st-1-sunnyside-ny-11104--2347379977,11104,67,,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,"301 East 45th Street, Manhattan, NY",9,40,12,22,0,2995,,https://www.trulia.com/p/ny/manhattan/301-e-45th-st-20a-manhattan-ny-10017--2088842089,10017,74,,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6270,"3265 45th Street, Astoria, NY",35,35,4,26,0,1890,700,https://www.trulia.com/p/ny/astoria/3265-45th-st-2-astoria-ny-11103--2297830616,11103,65,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6272,"3509 Leavitt Street, Flushing, NY",22,57,11,32,0,1650,,https://www.trulia.com/p/ny/flushing/3509-leavitt-st-2b-flushing-ny-11354--2349797122,11354,100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6273,"82-15 134th Street, Jamaica, NY",16,59,9,35,1,1550,750,https://www.trulia.com/p/ny/jamaica/82-15-134th-st-jamaica-ny-11435--2194819832,11435,103,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6274,"6501 Fresh Pond Road, Flushing, NY",144,28,3,15,0,4000,,https://www.trulia.com/p/ny/flushing/6501-fresh-pond-rd-flushing-ny-11385--2010116652,11385,46,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6275,"10243 Corona Avenue, Corona, NY",3,57,6,34,1,1795,650,https://www.trulia.com/p/ny/corona/10243-corona-ave-corona-ny-11368--2010016872,11368,97,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6277,"19839 28th Avenue, Bayside, NY",26,55,21,26,1,1650,750,https://www.trulia.com/p/ny/bayside/19839-28th-ave-1-bayside-ny-11360--2349358250,11360,102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
628,"440 East 75th Street, Manhattan, NY",9,31,8,21,0,1875,,https://www.trulia.com/p/ny/manhattan/440-e-75th-st-16-manhattan-ny-10021--2351708276,10021,60,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6280,"5978 68th Street, Maspeth, NY",10,32,6,26,0,2100,,https://www.trulia.com/p/ny/maspeth/5978-68th-st-1-maspeth-ny-11378--2351685882,11378,64,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6281,"15010 79th Avenue, Kew Gardens Hills, NY",64,62,13,35,0,1650,,https://www.trulia.com/c/ny/kew-gardens-hills/1-bed-1-0-bath-1-650-15010-79th-ave-kew-gardens-hills-ny-11367--1042614405,11367,110,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6282,"9711 Horace Harding Expy, Queens, NY",18,59,6,33,0,1670,642,https://www.trulia.com/p/ny/queens/9711-horace-harding-expy-per110-queens-ny-11368--2351497445,11368,98,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6283,"5301 32nd Avenue, Woodside, NY",9,32,6,29,1,1800,750,https://www.trulia.com/p/ny/woodside/5301-32nd-ave-6f-woodside-ny-11377--2351706311,11377,67,,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6285,"3911 210th Street, Queens, NY",5,58,16,26,0,1800,,https://www.trulia.com/p/ny/queens/3911-210th-st-queens-ny-11361--1004183183,11361,100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6286,"2313 Broadway, Astoria, NY",1,28,6,23,0,1800,650,https://www.trulia.com/p/ny/astoria/2313-broadway-2r-astoria-ny-11106--2175487070,11106,57,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6287,"3137 34th Street, Astoria, NY",10,31,4,27,0,1900,,https://www.trulia.com/p/ny/astoria/3137-34th-st-3c-astoria-ny-11106--2174833361,11106,62,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6289,"142-10 Hoover Avenue, Jamaica, NY",3,59,13,39,0,1800,,https://www.trulia.com/p/ny/jamaica/142-10-hoover-ave-210-jamaica-ny-11435--2329791259,11435,111,,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,"66 Madison Avenue, Manhattan, NY",9,43,14,22,1,3600,775,https://www.trulia.com/p/ny/manhattan/66-madison-ave-4a-manhattan-ny-10016--2173358416,10016,79,,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
6291,"4706 46th Street, Woodside, NY",8,34,7,25,0,2025,,https://www.trulia.com/p/ny/woodside/4706-46th-st-f2-woodside-ny-11377--2010084718,11377,66,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
