,address,days_on_trulia,elementary_school_count,high_school_count,middle_school_count,pets_allowed,price,sqft,url,zip_code,school_count,evac,guarantor,storage,garage,deck,elevator,dishwasher,pets,fios available,live in super,fitness center,washing machine,dryer,concierge,balcony,air conditioning,flooring: hardwood,recreation facilities,garden,pied a terre,childrens playroom,terrace,courtyard,pool,furnished,fireplace,sublets,valet parking,off-street parking,cable tv ready,board approval required,parents,co purchase,leed registered,microwave oven
4968,"611 Banner Avenue, Brooklyn, NY",44,55,7,33,0,1525,640,https://www.trulia.com/c/ny/brooklyn/1-bed-1-0-bath-640-sqft-1-525-611-banner-ave-brooklyn-ny-11235--356076,11235,95,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4969,"624 90th Street, Brooklyn, NY",47,52,5,30,0,1500,,https://www.trulia.com/p/ny/brooklyn/624-90th-st-1a-brooklyn-ny-11228--2172384482,11228,87,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
497,"54 Orchard Street, Manhattan, NY",7,38,12,17,0,3450,,https://www.trulia.com/p/ny/manhattan/54-orchard-st-60-manhattan-ny-10002--2351823583,10002,67,,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4970,"376 President Street, Brooklyn, NY",10,26,5,12,1,2995,,https://www.trulia.com/p/ny/brooklyn/376-president-st-2i-brooklyn-ny-11231--2009836971,11231,43,2,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4971,"270 Malcolm X Boulevard, Brooklyn, NY",47,23,3,13,0,1100,,https://www.trulia.com/rental/4042064817-270-Malcolm-X-Blvd-1-Brooklyn-NY-11233,11233,39,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4972,"273 Buffalo Avenue, Brooklyn, NY",47,24,2,9,1,1500,,https://www.trulia.com/p/ny/brooklyn/273-buffalo-ave-1-brooklyn-ny-11213--2347361100,11213,35,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4974,"909 Avenue T, Brooklyn, NY",29,54,6,32,1,1600,,https://www.trulia.com/p/ny/brooklyn/909-avenue-t-3-brooklyn-ny-11223--2339653188,11223,92,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4975,"96 Steuben Street, Brooklyn, NY",8,27,4,13,0,2657,,https://www.trulia.com/p/ny/brooklyn/96-steuben-st-1a-brooklyn-ny-11205--2009590021,11205,44,,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4976,"8301 Bay Parkway, Brooklyn, NY",1,53,6,33,0,1725,,https://www.trulia.com/p/ny/brooklyn/8301-bay-pkwy-3-brooklyn-ny-11214--2172621949,11214,92,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4977,"626 2nd Street, Brooklyn, NY",4,22,2,14,0,2300,450,https://www.trulia.com/p/ny/brooklyn/626-2nd-st-9-brooklyn-ny-11215--2174115312,11215,38,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4978,"46 Woodhull Street, Brooklyn, NY",15,26,5,14,0,2300,,https://www.trulia.com/p/ny/brooklyn/46-woodhull-st-2-brooklyn-ny-11231--2172914202,11231,45,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4979,"246 7th Avenue, Brooklyn, NY",18,23,3,13,0,2650,,https://www.trulia.com/p/ny/brooklyn/246-7th-ave-12-brooklyn-ny-11215--2174159894,11215,39,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,"135 Christopher Street, Manhattan, NY",7,44,17,20,0,3300,,https://www.trulia.com/p/ny/manhattan/135-christopher-st-3b-manhattan-ny-10014--2173816179,10014,81,5,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4980,"11 4th Place, Brooklyn, NY",22,26,5,14,1,2400,,https://www.trulia.com/p/ny/brooklyn/11-4th-pl-3r-brooklyn-ny-11231--2172040947,11231,45,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4981,"2314 Beverley Road, Brooklyn, NY",5,26,2,13,0,1850,,https://www.trulia.com/p/ny/brooklyn/2314-beverley-rd-2-brooklyn-ny-11226--2348990299,11226,41,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4982,"121 Wythe Avenue, Brooklyn, NY",5,36,13,16,0,2150,,https://www.trulia.com/p/ny/brooklyn/121-wythe-ave-2f-brooklyn-ny-11249--2351891193,11249,65,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4983,"1143 Dekalb Avenue, Brooklyn, NY",26,24,3,15,0,2000,,https://www.trulia.com/p/ny/brooklyn/1143-dekalb-ave-2d-brooklyn-ny-11221--2172929033,11221,42,,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4985,"277 Washington Avenue, Brooklyn, NY",46,26,4,12,1,2395,,https://www.trulia.com/p/ny/brooklyn/277-washington-ave-1a-brooklyn-ny-11205--2172047289,11205,42,,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4988,"15 Dunham Place, Brooklyn, NY",33,33,11,15,0,2795,,https://www.trulia.com/p/ny/brooklyn/15-dunham-pl-8a-brooklyn-ny-11249--2009904612,11249,59,,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4989,"574 11th Street, Brooklyn, NY",30,19,4,14,0,3200,,https://www.trulia.com/p/ny/brooklyn/574-11th-st-1-brooklyn-ny-11215--2171831365,11215,37,,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,"175 Orchard Street, Manhattan, NY",7,39,13,17,0,2600,,https://www.trulia.com/p/ny/manhattan/175-orchard-st-3-manhattan-ny-10002--2334821553,10002,69,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4990,"150 4th Avenue, Brooklyn, NY",22,25,5,11,0,3700,727,https://www.trulia.com/p/ny/brooklyn/150-4th-ave-4f-brooklyn-ny-11217--2172477662,11217,41,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4992,"2044 80th Street, Brooklyn, NY",4,52,6,30,0,1250,,https://www.trulia.com/c/ny/brooklyn/2044-80th-st-brooklyn-2044-80th-st-brooklyn-ny-11214--2009681881,11214,88,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4993,"86 Fleet Place, Brooklyn, NY",1,26,5,11,0,3925,705,https://www.trulia.com/p/ny/brooklyn/86-fleet-pl-27-t-brooklyn-ny-11201--2352039119,11201,42,,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4994,"236 Livingston Street, Brooklyn, NY",186,26,5,12,0,2860,561,https://www.trulia.com/p/ny/brooklyn/236-livingston-st-9d-brooklyn-ny-11201--2176656716,11201,43,,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4995,"395 Leonard Street, Brooklyn, NY",12,36,11,17,0,3058,632,https://www.trulia.com/p/ny/brooklyn/395-leonard-st-503-brooklyn-ny-11211--2009657066,11211,64,3,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4996,"2100 Bedford Avenue, Brooklyn, NY",9,24,3,15,0,2350,642,https://www.trulia.com/p/ny/brooklyn/2100-bedford-ave-3e-brooklyn-ny-11226--2324203557,11226,42,,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4997,"175 Skillman Avenue, Brooklyn, NY",1,35,8,18,0,3500,,https://www.trulia.com/p/ny/brooklyn/175-skillman-ave-3r-brooklyn-ny-11211--2352078470,11211,61,6,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4998,"505 Saint Marks Avenue, Brooklyn, NY",52,26,4,12,1,2545,,https://www.trulia.com/p/ny/brooklyn/505-saint-marks-ave-2j1-brooklyn-ny-11238--2347184769,11238,42,,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4999,"431 Kingston Avenue, Brooklyn, NY",2,21,2,11,0,1950,,https://www.trulia.com/p/ny/brooklyn/431-kingston-ave-1f-brooklyn-ny-11225--2351997527,11225,34,,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"254 Seaman Avenue, Manhattan, NY",1,22,7,16,0,1795,,https://www.trulia.com/p/ny/manhattan/254-seaman-ave-d5-manhattan-ny-10034--2174173979,10034,45,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,"241 East 86th Street, Manhattan, NY",2,28,8,18,0,3075,,https://www.trulia.com/p/ny/manhattan/241-e-86th-st-7f-manhattan-ny-10028--2172114150,10028,54,,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,"1372 York Avenue, Manhattan, NY",7,31,8,20,0,2095,,https://www.trulia.com/p/ny/manhattan/1372-york-ave-4b-manhattan-ny-10021--2171871496,10021,59,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5001,"358 Grove Street, Brooklyn, NY",30,23,2,12,0,2200,,https://www.trulia.com/p/ny/brooklyn/358-grove-st-10b-brooklyn-ny-11237--2009886831,11237,37,,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5002,"15 Jackson Street, Brooklyn, NY",3,34,9,17,1,3071,800,https://www.trulia.com/p/ny/brooklyn/15-jackson-st-5d-brooklyn-ny-11211--2177044542,11211,60,3,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5003,"443 95th Street, Brooklyn, NY",3,53,7,30,1,1675,700,https://www.trulia.com/p/ny/brooklyn/443-95th-st-7-brooklyn-ny-11209--2351989135,11209,90,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5005,"560 Macon Street, Brooklyn, NY",21,23,2,10,0,2350,,https://www.trulia.com/p/ny/brooklyn/560-macon-st-1-brooklyn-ny-11233--2174358967,11233,35,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5006,"766 Franklin Avenue, Brooklyn, NY",3,25,2,10,0,2195,,https://www.trulia.com/p/ny/brooklyn/766-franklin-ave-3-brooklyn-ny-11238--2172429646,11238,37,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5008,"123 Guernsey Street, Brooklyn, NY",3,38,11,16,0,2150,,https://www.trulia.com/p/ny/brooklyn/123-guernsey-st-4b-brooklyn-ny-11222--2172139160,11222,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,"139 East 13th Street, Manhattan, NY",7,43,15,19,0,2950,,https://www.trulia.com/p/ny/manhattan/139-e-13th-st-6b-manhattan-ny-10003--2171904064,10003,77,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5011,"1600 Ocean Parkway, Brooklyn, NY",11,46,7,30,0,1749,,https://www.trulia.com/p/ny/brooklyn/1600-ocean-pkwy-5-brooklyn-ny-11230--2172141991,11230,83,6,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5012,"654 10th Street, Brooklyn, NY",2,19,4,14,0,2900,,https://www.trulia.com/p/ny/brooklyn/654-10th-st-2-brooklyn-ny-11215--2172963300,11215,37,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5013,"3000 Emmons Avenue, Brooklyn, NY",1,51,7,30,0,1950,,https://www.trulia.com/p/ny/brooklyn/3000-emmons-ave-6-brooklyn-ny-11235--2349590252,11235,88,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5015,"269 Lewis Avenue, Brooklyn, NY",16,24,3,13,0,2200,,https://www.trulia.com/p/ny/brooklyn/269-lewis-ave-1-brooklyn-ny-11221--2173387054,11221,40,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5019,"6 Roebling Street, Brooklyn, NY",2,36,11,16,1,3150,653,https://www.trulia.com/p/ny/brooklyn/6-roebling-st-2-brooklyn-ny-11211--2175574150,11211,63,,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,"666 Greenwich Street, Manhattan, NY",0,44,18,20,0,6919,"1,306",https://www.trulia.com/p/ny/manhattan/666-greenwich-st-214-manhattan-ny-10014--2008622224,10014,82,4,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5020,"1003 Greene Avenue, Brooklyn, NY",47,25,3,15,0,2600,,https://www.trulia.com/p/ny/brooklyn/1003-greene-ave-4j-brooklyn-ny-11221--2312519924,11221,43,,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5021,"1 North 4th Place, Brooklyn, NY",16,36,13,16,0,3588,,https://www.trulia.com/p/ny/brooklyn/1-n-4th-pl-4h-brooklyn-ny-11249--2177134475,11249,65,2,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
5023,"255 17th Street, Brooklyn, NY",46,20,4,13,0,1899,675,https://www.trulia.com/p/ny/brooklyn/255-17th-st-8-brooklyn-ny-11215--2172141338,11215,37,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5025,"812 Myrtle Avenue, Brooklyn, NY",4,26,3,12,1,2273,850,https://www.trulia.com/p/ny/brooklyn/812-myrtle-ave-3pp-brooklyn-ny-11206--2351967311,11206,41,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5026,"162 Newton Street, Brooklyn, NY",9,37,10,17,0,2750,850,https://www.trulia.com/p/ny/brooklyn/162-newton-st-1r-brooklyn-ny-11222--2173735089,11222,64,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5028,"55 Hope Street, Brooklyn, NY",11,33,10,16,0,3925,840,https://www.trulia.com/p/ny/brooklyn/55-hope-st-11-brooklyn-ny-11211--2181349278,11211,59,,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5029,"110 4th Avenue, Brooklyn, NY",8,25,5,11,0,2850,700,https://www.trulia.com/p/ny/brooklyn/110-4th-ave-9d-brooklyn-ny-11217--2172110196,11217,41,,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,"122 East 13th Street, Manhattan, NY",7,43,15,19,0,3995,,https://www.trulia.com/p/ny/manhattan/122-e-13th-st-5a-manhattan-ny-10003--2173627177,10003,77,,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5030,"20 Sidney Place, Brooklyn, NY",12,27,5,12,1,2790,,https://www.trulia.com/p/ny/brooklyn/20-sidney-pl-4c-brooklyn-ny-11201--2347296120,11201,44,,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5031,"94 Eagle Street, Brooklyn, NY",20,40,15,19,0,2100,,https://www.trulia.com/p/ny/brooklyn/94-eagle-st-1l-brooklyn-ny-11222--2332134847,11222,74,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5034,"284 Putnam Avenue, Brooklyn, NY",23,25,3,12,0,2250,,https://www.trulia.com/p/ny/brooklyn/284-putnam-ave-2-brooklyn-ny-11216--2172259894,11216,40,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5035,"100 Franklin Street, Brooklyn, NY",136,39,14,16,0,2795,,https://www.trulia.com/p/ny/brooklyn/100-franklin-st-1-brooklyn-ny-11222--2172050965,11222,69,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5036,"149 Wythe Avenue, Brooklyn, NY",12,36,13,16,0,4000,,https://www.trulia.com/p/ny/brooklyn/149-wythe-ave-403-brooklyn-ny-11249--2351558542,11249,65,6,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5037,"5121 2nd Avenue, Brooklyn, NY",23,34,4,22,0,1550,,https://www.trulia.com/p/ny/brooklyn/5121-2nd-ave-3c-brooklyn-ny-11232--2172470038,11232,60,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5038,"495 East Ny Avenue, Brooklyn, NY",4,22,2,15,0,1500,,https://www.trulia.com/p/ny/brooklyn/495-e-ny-ave-3f-brooklyn-ny-11225--2351959758,11225,39,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5039,"131 North 4th Street, Brooklyn, NY",51,35,11,16,0,2850,,https://www.trulia.com/p/ny/brooklyn/131-n-4th-st-2b-brooklyn-ny-11249--2174157090,11249,62,5,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,"1775 York Avenue, Manhattan, NY",7,27,8,18,0,4695,,https://www.trulia.com/p/ny/manhattan/1775-york-ave-16f-manhattan-ny-10128--2250257081,10128,53,,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5040,"8502 Fort Hamilton Parkway, Brooklyn, NY",9,50,4,28,1,1775,,https://www.trulia.com/p/ny/brooklyn/8502-fort-hamilton-pkwy-a9-brooklyn-ny-11209--2351716732,11209,82,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5042,"1488 Bushwick Avenue, Brooklyn, NY",6,23,2,11,0,1650,,https://www.trulia.com/p/ny/brooklyn/1488-bushwick-ave-2cc-brooklyn-ny-11207--2351874295,11207,36,,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5043,"517 3rd Avenue, Brooklyn, NY",12,23,3,14,1,2020,800,https://www.trulia.com/p/ny/brooklyn/517-3rd-ave-4l-brooklyn-ny-11215--2173772117,11215,40,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5044,"325 86th Street, Brooklyn, NY",3,51,5,26,1,1800,,https://www.trulia.com/p/ny/brooklyn/325-86th-st-2f-brooklyn-ny-11209--2172239705,11209,82,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5045,"2804 Kings Highway, Brooklyn, NY",39,46,6,21,0,1966,590,https://www.trulia.com/p/ny/brooklyn/2804-kings-hwy-2b-brooklyn-ny-11229--2349026954,11229,73,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5046,"200 North 11th Street, Brooklyn, NY",25,37,11,16,0,3000,,https://www.trulia.com/p/ny/brooklyn/200-n-11th-st-2c-brooklyn-ny-11211--2175108555,11211,64,,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5048,"376 Franklin Avenue, Brooklyn, NY",2,25,4,11,0,2800,,https://www.trulia.com/p/ny/brooklyn/376-franklin-ave-6d-brooklyn-ny-11238--2174160124,11238,40,,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5049,"182 Ashford Street, Brooklyn, NY",2,30,2,20,1,1000,"1,964",https://www.trulia.com/rental/4046797341-182-Ashford-St-Brooklyn-NY-11207,11207,52,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,"111 West 113th Street, New York, NY",7,27,5,14,1,2350,,https://www.trulia.com/p/ny/new-york/111-w-113th-st-2b-new-york-ny-10026--2088882574,10026,46,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5050,"388 Avenue X, Brooklyn, NY",1,57,7,34,0,1695,934,https://www.trulia.com/p/ny/brooklyn/388-avenue-x-4k-brooklyn-ny-11223--2173791536?rd=1,11223,98,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5051,"435 3rd Avenue, Brooklyn, NY",8,24,3,13,1,2800,,https://www.trulia.com/p/ny/brooklyn/435-3rd-ave-3-brooklyn-ny-11215--2337563479,11215,40,,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5052,"356 Union Street, Brooklyn, NY",24,26,5,12,0,2300,,https://www.trulia.com/p/ny/brooklyn/356-union-st-3a-brooklyn-ny-11231--2349416356,11231,43,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5054,"3301 Nostrand Avenue, Brooklyn, NY",13,49,6,24,0,1675,650,https://www.trulia.com/p/ny/brooklyn/3301-nostrand-ave-2-brooklyn-ny-11229--2351613892,11229,79,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5055,"1230 Halsey Street, Brooklyn, NY",11,24,2,11,0,1750,,https://www.trulia.com/p/ny/brooklyn/1230-halsey-st-1c-brooklyn-ny-11207--2172593656,11207,37,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5057,"94 Havemeyer Street, Brooklyn, NY",8,33,10,16,0,2199,,https://www.trulia.com/p/ny/brooklyn/94-havemeyer-st-a2-brooklyn-ny-11211--2351823587,11211,59,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5058,"444 Neptune Avenue, Brooklyn, NY",19,53,10,33,1,1820,700,https://www.trulia.com/p/ny/brooklyn/444-neptune-ave-14x-brooklyn-ny-11224--2349819200,11224,96,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
506,"248 East 31st Street, Manhattan, NY",7,42,15,22,1,3250,,https://www.trulia.com/p/ny/manhattan/248-e-31st-st-6b-manhattan-ny-10016--2088834488,10016,79,,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5060,"150 Brighton 15th Street, Brooklyn, NY",10,52,12,30,1,1575,565,https://www.trulia.com/p/ny/brooklyn/150-brighton-15th-st-5i-brooklyn-ny-11235--2348918272,11235,94,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5061,"762 Putnam Avenue, Brooklyn, NY",8,24,3,12,0,1045,,https://www.trulia.com/rental/4046589298-762-Putnam-Ave-2L-Brooklyn-NY-11221,11221,39,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5062,"8301 Bay Parkway, Brooklyn, NY",1,53,6,33,0,1675,,https://www.trulia.com/p/ny/brooklyn/8301-bay-pkwy-4-brooklyn-ny-11214--2172177924,11214,92,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5063,"1130 Lafayette Avenue, Brooklyn, NY",4,25,3,16,0,2100,,https://www.trulia.com/p/ny/brooklyn/1130-lafayette-ave-5-brooklyn-ny-11221--2351696700,11221,44,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5066,"86 South Oxford Street, Brooklyn, NY",15,25,5,13,0,2800,800,https://www.trulia.com/p/ny/brooklyn/86-s-oxford-st-1f-brooklyn-ny-11217--2351557659,11217,43,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
